"Municipalidad","PIA","PIM","Certificación","Compromiso Anual","Atención de Compromiso Mensual","Devengado","Girado","avance","periodo","PROVINCIA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES",53977960,70148520,60567464,59043728,58479028,57769279,55302399,82.4,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",19824893,28186736,22211697,21565269,21565269,21270307,21112534,75.5,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",19824893,28186736,22211697,21565269,21565269,21270307,21112534,75.5,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES",91445642,123820590,112839015,106095250,104884656,104877625,104672630,84.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL",61961645,92026819,80071478,79361080,75977873,75955406,75910092,82.5,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ANITA",33853496,47657766,42831111,42649806,42516885,42512487,42506374,89.2,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR",3975463,5713474,3935549,3930307,3925704,3905976,3905976,68.4,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA",4511129,9377617,5705342,5657827,5657827,5657827,5657827,60.3,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO",175103751,223521571,195677401,195528654,195522756,195522756,193331673,87.5,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SURQUILLO",38354220,42041110,36774677,35896071,35889321,35889321,35889321,85.4,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR",58590452,98604492,80135456,80083457,80083457,80083357,79442913,81.2,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO",53225938,101162791,94668037,85590137,85579392,85572242,85488856,84.6,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD PROVINCIAL DE BARRANCA",26564083,31605268,30026281,29452837,28325041,27435783,27425355,86.8,2013,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PARAMONGA",6829030,12706987,11335072,10000881,8691690,8691690,8691372,68.4,2013,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PATIVILCA",5484436,11936601,9163018,9163018,9163018,9163018,9163018,76.8,2013,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE",7654066,10899534,9688341,9602143,9543241,9491374,9490264,87.1,2013,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE PUERTO",3932080,6006322,4697452,4652174,4651568,4650144,4641830,77.4,2013,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD PROVINCIAL DE CAJATAMBO",1889865,3168229,2562751,2469117,2379289,2378701,2338703,75.1,2013,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE COPA",776990,2460388,1871697,1862394,1860614,1832247,1832247,74.5,2013,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE GORGOR",1251145,2080300,1683906,1557062,1557062,1557062,1557062,74.8,2013,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE HUANCAPON",709120,886242,724550,548506,529487,529128,528660,59.7,2013,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE MANAS",1038508,2288082,1136534,1130248,1129048,1122698,1122698,49.1,2013,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD PROVINCIAL DE CANTA",2449779,3916025,2840720,2723123,2703099,2703099,2703099,69,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE ARAHUAY",528142,850463,467871,466887,466887,466887,466887,54.9,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAMANTANGA",726313,2502623,938552,937102,937102,937102,937102,37.4,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAROS",537218,1048068,970192,929776,924796,924796,762990,88.2,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE LACHAQUI",589715,1001397,842902,833835,833835,833835,833835,83.3,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA",522796,835125,656281,653281,653281,648781,647283,77.7,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES",3138264,6168384,4875973,4657322,4632998,4322489,4318179,70.1,2013,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE",55353983,77389583,71900403,70582704,68698795,65393913,64502969,84.5,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ASIA",13528546,27450398,17690664,17687964,17682971,17682971,17670293,64.4,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CALANGO",1258908,3616130,2789829,2774699,2770941,2770941,2713151,76.6,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CERRO AZUL",6789643,11037332,6703360,6679916,6661002,6661002,6659168,60.4,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CHILCA",11155213,23170623,14709236,13153217,13153217,13132412,13121047,56.7,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE COAYLLO",1385972,2726904,2623115,2614114,2610606,2610606,2610591,95.7,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE IMPERIAL",11453038,15350930,11942797,10865893,10802114,10801764,10702507,70.4,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE LUNAHUANA",2546111,5163476,4204761,4040236,4040236,3950659,3949781,76.5,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE MALA",15516747,22902084,20236135,19670830,18638137,18408799,18403644,80.4,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL",8812932,24797547,21802284,19564253,19429831,19395385,19206406,78.2,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE PACARAN",883315,1309808,967977,956071,932053,932053,932053,71.2,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE QUILMANA",6745973,21641496,17343092,16468310,13256091,13190674,13107551,61,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES",2473298,4073427,2655745,2655445,2655445,2655445,2649896,65.2,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ZUÑIGA",1673894,2937289,2332246,2312431,2312431,2312431,2312431,78.7,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD PROVINCIAL DE HUARAL",43891793,74477881,64022450,61475505,61429330,61428730,61381609,82.5,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO",800749,1554968,1129707,1038017,1036457,974594,967578,62.7,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO",706903,1027066,827857,827857,827857,827857,826357,80.6,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE AUCALLAMA",9419015,14156504,11428439,11402174,11401854,11257654,11174269,79.5,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE CHANCAY",23377801,33353194,29139711,29136648,29135164,29132097,29124357,87.3,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE IHUARI",1598389,2538357,2245396,2136031,2122909,2118609,1978773,83.5,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE LAMPIAN",472997,806477,707666,669289,658241,650941,642075,80.7,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE PACARAOS",585653,1174827,1064458,1037013,1012282,1012282,996316,86.2,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS",527480,4860550,3043751,3043635,3043635,3043635,3043635,62.6,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA",837074,1617056,1111416,1107345,1100570,1099868,1093702,68,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SUMBILCA",749478,1044954,857466,857466,857466,857466,856125,82.1,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE",493932,900144,820445,814387,814040,814040,813890,90.4,2013,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA",11703098,24692493,21506187,20909003,20872281,20839731,20723021,84.4,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE ANTIOQUIA",1120993,2084591,1213577,1213187,1213187,1212641,1212585,58.2,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",1869430,2641883,2037121,2037121,2037121,2037121,2027221,77.1,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CARAMPOMA",1451117,2412193,2087762,1543211,1542394,1540394,1540394,63.9,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CHICLA",11383238,19333677,13984538,10085363,9890872,8247753,8233746,42.7,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA",715809,983087,810815,810815,810815,810815,810815,82.5,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA",1833193,2293942,1783115,1759471,1757471,1757471,1755599,76.6,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUANZA",1699828,2830491,2391111,2328666,2275771,2275771,2275771,80.4,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUAROCHIRI",1377757,1711006,1405524,1404716,1404716,1404716,1371951,82.1,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO",903532,1475701,1188330,1186830,1186830,1186016,1186016,80.4,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LANGA",894629,1364187,952779,944004,944003,944003,925093,69.2,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS",1759955,2522288,1891179,1876539,1876539,1858022,1858022,73.7,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE MARIATANA",1329137,1847415,1658442,1509123,1410114,1379550,1379350,74.7,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE RICARDO PALMA",3419117,4455244,4097034,3664356,3664356,3664356,3633536,82.2,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA",1206317,1913176,1679302,1675372,1668665,1660213,1602679,86.8,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",6021418,22017572,18892893,18203635,17945968,17936119,17881417,81.5,2013,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",6021418,22017572,18892893,18203635,17945968,17936119,17881417,81.5,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME",1436918,1836307,1616074,1601581,1465701,1464301,1356522,79.7,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN DAMIAN",1134392,1987980,1439634,1377451,1318909,1315459,1300695,66.2,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE IRIS",1536913,2293624,1703385,1703385,1703385,1703385,1703385,74.3,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TANTARANCHE",701409,1342250,819552,814552,814552,814552,787184,60.7,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI",1042570,1609998,1349805,1330718,1315290,1311343,1301281,81.5,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO",4189422,5894087,5264564,4940595,4923844,4826841,4826517,81.9,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO",1623618,2243768,1855506,1855506,1855465,1830920,1825272,81.6,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CASTA",1918094,3069028,2324544,2305222,2305222,2305222,2305222,75.1,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUANCAYRE",535704,653737,594277,594277,592844,589649,580767,90.2,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANGALLAYA",780219,1087650,926018,925000,925000,925000,918430,85,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE COCACHACRA",1248102,1883869,1168243,1168243,1168243,1166387,1155521,61.9,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA EULALIA",6803554,8013420,6792875,6791149,6791149,6791149,6791149,84.7,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE ANCHUCAYA",758249,959345,784924,784924,784924,784924,782138,81.8,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA",866868,1764172,1344776,1344776,1344776,1344776,1344776,76.2,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS",3573381,8859470,8154582,8096374,8016377,8016377,7933576,90.5,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SURCO",1711853,2424913,1875273,1875273,1875273,1875273,1875273,77.3,2013,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD PROVINCIAL DE HUAURA",35721939,54505442,38662500,38509674,38509674,38483552,38390011,70.6,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE AMBAR",1723845,2869370,2308181,2308181,2308181,2308181,2308181,80.4,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN",2379405,3132548,2838562,2838562,2838562,2838562,2838562,90.6,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CHECRAS",931000,1794055,1263396,1263396,1263396,1263396,1263396,70.4,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUALMAY",5825302,6915017,6849691,6213574,6213574,6213574,6211447,89.9,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUAURA",11480330,14655566,10782593,10548219,10505334,10476762,10476633,71.5,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO",1200631,1895277,1676319,1606342,1578828,1578828,1578828,83.3,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE PACCHO",1076049,1429767,1168310,1168310,1168310,1168310,1168310,81.7,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA LEONOR",1549711,2342900,1556141,1556141,1556141,1556141,1555643,66.4,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA",11262673,15921250,13472515,13143740,13111387,13109687,13109251,82.3,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SAYAN",10548483,28761443,25822584,21034945,21003178,20996455,20963688,73,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE VEGUETA",9180481,10711373,9319061,9319061,9319061,9319061,9317756,87,2013,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD PROVINCIAL DE OYON",19277167,33687128,19206701,19181103,18290835,18282594,18277824,54.3,2013,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE ANDAJES",1737702,2684331,2102556,1645510,1575653,1575653,1575653,58.7,2013,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE CAUJUL",1028284,2348775,2028873,2028873,2028873,2028873,2028872,86.4,2013,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE COCHAMARCA",2033528,4297058,3322566,2258614,2184700,2184700,2162395,50.8,2013,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE NAVAN",1389555,2342308,1499188,1499188,1499188,1499188,1499188,64,2013,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE PACHANGARA",4241243,6042092,4388440,4276066,4084634,4084634,4078884,67.6,2013,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD PROVINCIAL DE YAUYOS",6331584,17119076,9461789,9461789,9461789,9461789,9461789,55.3,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE ALIS",3351392,5000916,4125900,4108554,4077694,3974281,3923706,79.5,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAUCA",2819392,3754958,2873540,2873540,2873540,2873540,2873540,76.5,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAVIRI",753655,859120,755709,745818,744818,744818,718098,86.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AZANGARO",708911,1074832,794977,794977,794977,794209,792909,73.9,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CACRA",681510,2538441,855140,855140,855140,855140,855140,33.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CARANIA",696952,1198642,1049934,1047234,1039342,1039342,1039340,86.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CATAHUASI",1147648,1385880,1026836,1026836,1026836,1025198,1025198,74,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CHOCOS",1194688,1988093,1289484,1286984,1286984,1286984,1286904,64.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COCHAS",606284,682618,557442,542452,537861,537861,537861,78.8,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COLONIA",1412903,1877761,1561579,1561579,1561579,1497217,1497217,79.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HONGOS",683064,1101522,855509,850367,850367,850367,849002,77.2,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAMPARA",436054,522744,354306,353994,345086,345086,345086,66,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANCAYA",1180420,2187302,1603498,1603498,1603498,1603498,1603498,73.3,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANGASCAR",815481,1370043,1007189,1007189,1007189,1007189,1007189,73.5,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANTAN",1406066,1991428,1433846,1433796,1433796,1420704,1414849,71.3,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAÑEC",606144,753302,717444,717098,717098,717098,717098,95.2,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LARAOS",3345770,5571787,4295415,4295415,4295415,4292715,4292715,77,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LINCHA",996321,1299381,1157028,1153599,1153599,1133691,1133502,87.2,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE MADEAN",929806,1394057,1257339,1257339,1257339,1257339,1256871,90.2,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE OMAS",722762,850961,775358,775358,775358,775358,775358,91.1,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PUTINZA",707736,1180854,1068811,1068811,1068811,1068712,1068712,90.5,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINCHES",925809,1224627,960841,927195,902526,863104,863104,70.5,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINOCAY",717459,1297329,858346,858346,858346,858346,858346,66.2,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN",503526,599968,511515,509865,509514,509514,509352,84.9,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS",575171,719577,702658,702658,702658,702658,702658,97.6,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TANTA",705338,1742463,1438186,1431702,1431702,1431702,1431702,82.2,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TAURIPAMPA",708538,1045906,658024,621119,619147,614110,601008,58.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TOMAS",2554403,3076195,2590569,2577767,2575767,2574267,2530795,83.7,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
