"Municipalidad","PIA","PIM","Certificación","Compromiso Anual","Atención de Compromiso Mensual","Devengado","Girado","avance","periodo","PROVINCIA"
"MUNICIPALIDAD DISTRITAL DE COAYLLO",2268809,2627330,2147626,2130769,2120397,2120397,2120334,80.7,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE IMPERIAL",11478506,16079959,14664353,13455958,13428513,13388628,13302982,83.3,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE LUNAHUANA",4487754,3834255,2621935,2621935,2621935,2621935,2620199,68.4,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE MALA",14731827,16555605,14067492,13910534,13885167,13875175,13849992,83.8,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL",8683074,24329495,22290938,16595717,16591066,16307579,15638244,67,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE PACARAN",855505,2175353,1935220,1906642,1804805,1802509,1730963,82.9,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE QUILMANA",6583866,14202566,12263388,12138628,11502367,11051549,10988057,77.8,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES",2772220,5042890,4071206,4059447,4046389,4045109,4029388,80.2,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ZUÑIGA",1620946,6072259,2655956,2181962,2154710,2153991,2130423,35.5,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD PROVINCIAL DE HUARAL",40227252,49316896,48920839,48012296,46758270,46746838,46720941,94.8,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO",728647,1180933,1080633,1015861,1015861,1015861,1006256,86,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO",623190,793031,783708,783708,783707,783707,779637,98.8,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE AUCALLAMA",8200618,10004023,9401506,9193286,9132508,9037267,9037062,90.3,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE CHANCAY",20236465,26661937,25989314,25985946,25985721,25979165,25975739,97.4,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE IHUARI",1312488,2270027,1988552,1653278,1653278,1653278,1596338,72.8,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE LAMPIAN",456343,2444884,2378761,2326649,2326389,2322213,2318781,95,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE PACARAOS",534050,1109362,1083235,1010577,982877,981677,976341,88.5,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS",494078,2512594,2496101,2493150,2492789,2492789,2492789,99.2,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA",752962,1900555,1607036,1556038,1553871,1550020,1548554,81.6,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SUMBILCA",628890,821835,809091,809091,809091,807531,807531,98.3,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE",463267,769933,745049,745049,745049,745049,745049,96.8,2014,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA",10603753,23265840,20457038,20283674,20283674,20283674,20033659,87.2,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE ANTIOQUIA",895416,2120713,1934360,1933720,1933720,1933720,1933380,91.2,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",1635696,2190164,1832925,1822132,1822132,1822132,1819037,83.2,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CARAMPOMA",1299644,2722262,2567895,2474797,2460591,2459319,2437058,90.3,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CHICLA",5259970,15971398,13583435,13431898,13385258,13364406,13364406,83.7,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA",629474,781877,670597,670597,670597,670597,670597,85.8,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA",1488549,1878344,1809291,1797792,1791031,1774494,1774494,94.5,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUANZA",1448639,2553498,2456939,2407716,2363777,2363777,2363777,92.6,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUAROCHIRI",1000598,4948260,4669638,4669638,4669638,4668638,4576892,94.3,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO",721897,1023079,826173,826173,826173,826173,826173,80.8,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LANGA",709847,866234,754349,723889,723887,723887,723887,83.6,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS",1410803,2233658,2106890,2106887,2106498,2106498,2106498,94.3,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE MARIATANA",994997,1446906,1266519,1242077,1192246,1179533,1179036,81.5,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE RICARDO PALMA",2766909,5959713,5459931,5358862,5350885,5333609,5325345,89.5,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA",910309,1042714,985824,977439,973485,973485,952720,93.4,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",5706516,28373664,24060573,23480252,22504933,22504471,22400731,79.3,2014,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",5706516,28373664,24060573,23480252,22504933,22504471,22400731,79.3,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME",1132357,1096458,879910,879910,876878,876878,867846,80,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN DAMIAN",935718,1538042,1164707,1118009,1118009,1118009,1115009,72.7,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE IRIS",1272258,2624611,2579367,2579357,2579357,2561752,2561752,97.6,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TANTARANCHE",595803,1301767,1204397,1196435,1190317,1187167,1163390,91.2,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI",804496,920593,880207,876707,876707,876707,876707,95.2,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO",3659560,5262215,4752973,4478106,4426932,4305825,4305825,81.8,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO",1300205,1869373,1708144,1653901,1653901,1653901,1638691,88.5,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CASTA",1670735,2241723,1994835,1993043,1993043,1992243,1992243,88.9,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUANCAYRE",477349,545522,489119,489119,489119,489119,489119,89.7,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANGALLAYA",636530,1858340,697713,697713,697713,677363,672249,36.5,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE COCACHACRA",957680,2971562,2055433,1864697,1864697,1864697,1829706,62.8,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA EULALIA",5959221,6755237,5792540,5701055,5631476,5631476,5621784,83.4,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE ANCHUCAYA",644319,737301,655541,652509,652491,652491,652204,88.5,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA",706251,1502496,1382561,1382561,1382561,1382561,1382561,92,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS",2859103,4403438,3711770,3707604,3233809,3196641,3193937,72.6,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SURCO",1550700,2010589,1738370,1738370,1717746,1717746,1715115,85.4,2014,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD PROVINCIAL DE HUAURA",35443336,61509500,39508272,39499761,39499761,39403473,39297433,64.1,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE AMBAR",1481548,2668898,2482348,2462884,2399784,2399784,2399484,89.9,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN",2085907,2900431,2634635,2518543,2452656,2445612,2387126,84.3,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CHECRAS",808337,1269448,1159035,1159035,1151043,1147949,1147949,90.4,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUALMAY",5437394,6027714,5870788,5834772,5761927,5761336,5753999,95.6,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUAURA",10418248,12381079,9235094,9234205,9234205,9234205,9234205,74.6,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO",1044933,2974876,2733213,2727012,2727012,2718261,2718261,91.4,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE PACCHO",909970,1077688,1005172,1005172,1005172,1005172,1005172,93.3,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA LEONOR",867920,1214600,1182240,1173164,1166612,1166612,1164108,96,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA",10065928,13356646,12106376,11940788,11818217,11818094,11706487,88.5,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SAYAN",9431025,21674029,19262004,18477310,18458767,18458484,18437198,85.2,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE VEGUETA",8044118,9142152,8584123,8418730,8403122,8394941,8389390,91.8,2014,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD PROVINCIAL DE OYON",12946431,22146493,18639819,18627849,18056521,18030116,18030116,81.4,2014,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE ANDAJES",965923,1358328,1019159,1019159,1019159,1019159,1019159,75,2014,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE CAUJUL",775376,776942,747778,745549,741373,741373,740573,95.4,2014,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE COCHAMARCA",1334468,3231698,2780954,2780954,2780874,2780874,2780093,86.1,2014,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE NAVAN",956509,1430165,1269673,1269673,1269673,1269173,1268960,88.7,2014,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE PACHANGARA",2957709,3097505,2539399,2516915,2516915,2488499,2484411,80.3,2014,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD PROVINCIAL DE YAUYOS",5707712,27418938,16474788,16474693,16473143,8372912,8372912,30.5,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE ALIS",2927641,2781264,1758635,1758635,1758635,1758635,1758635,63.2,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAUCA",2641503,2968556,1901136,1897015,1875754,1874411,1836487,63.1,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAVIRI",702272,1137790,1020433,1019359,943528,943307,943307,82.9,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AZANGARO",662655,1014131,871442,871440,871440,871440,871440,85.9,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CACRA",625163,6493536,2501339,2501339,2501339,2501339,2498279,38.5,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CARANIA",664300,910720,686282,686282,686282,686282,686282,75.4,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CATAHUASI",1093782,1128766,954973,954471,953770,953770,953770,84.5,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CHOCOS",1115082,5119877,4867396,1370549,1324370,1306457,1297637,25.5,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COCHAS",586893,795318,620923,610923,610923,610545,603129,76.8,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COLONIA",1270770,1265931,1195123,1195123,1195123,1195123,1194742,94.4,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HONGOS",659369,1431548,891931,888528,888528,888528,888528,62.1,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAMPARA",427827,657505,582846,580728,580728,580728,578316,88.3,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANCAYA",1101612,1753166,944669,944669,944669,944669,944669,53.9,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANGASCAR",751399,925210,876297,874727,873670,873670,873670,94.4,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANTAN",1338628,1497629,1007687,1005687,1005687,1005687,954476,67.2,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAÑEC",578923,546882,476827,476727,476727,476727,476727,87.2,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LARAOS",2783423,3172877,1952479,1952479,1952479,1950456,1820899,61.5,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LINCHA",927573,792983,732625,732625,732625,721023,720633,90.9,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE MADEAN",856083,737157,702224,702224,702224,702224,702224,95.3,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE OMAS",673616,650361,553200,528513,528513,506124,506124,77.8,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PUTINZA",679940,704375,654756,654756,654756,654756,648870,93,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINCHES",851444,1328129,1246341,1211221,1166537,1136332,1136332,85.6,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINOCAY",677006,1023125,963416,958222,935610,933335,931111,91.2,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN",493068,581884,557504,557504,557504,557504,557504,95.8,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS",549915,564101,535708,535708,535708,535708,535708,95,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TANTA",1020017,1587984,1555572,1537844,1527388,1526388,1517661,96.1,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TAURIPAMPA",655462,852368,714572,714572,714572,714572,714572,83.8,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TOMAS",2403309,1969954,1714522,1714522,1714522,1714522,1714522,87,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TUPE",982176,1181787,888785,857516,857516,857516,857516,72.6,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VIÑAC",1453886,2074348,1612861,1612861,1612761,1612761,1611131,77.7,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VITIS",744450,992066,958004,897876,884414,867641,858680,87.5,2014,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD METROPOLITANA DE LIMA",1388470986,2129161835,1694908877,1654914486,1654914436,1624010352,1567010772,76.3,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ANCON",11468016,17161801,15442630,15149913,14397086,14330231,14321643,83.5,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ATE - VITARTE",114587261,189444341,168478974,168325917,167780063,167291972,167122936,88.3,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BARRANCO",20084244,28067881,25640191,24476623,23977624,23768690,23733300,84.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BREÑA",21831349,28536797,21663457,21609615,21605712,21604912,21102302,75.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CARABAYLLO",50375587,89628600,82355642,79868001,79498689,78300750,77886674,87.4,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHACLACAYO",12542705,18034753,14629451,14382723,13823774,13823774,13700071,76.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHORRILLOS",80625023,107807473,93331220,92234284,83251442,83251442,82234076,77.2,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CIENEGUILLA",15456383,23919722,19642717,18492266,18465222,18447523,18447523,77.1,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE COMAS",65630220,78637528,66638055,66462686,65519837,65507762,65499285,83.3,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE EL AGUSTINO",32430550,46046460,41035069,40580917,39269244,39137296,39050080,85,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA",33402893,57842149,50710132,49250795,49108626,49108626,49103346,84.9,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE JESUS MARIA",44878228,82142861,75814715,64706389,64667729,64667196,64646138,78.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA MOLINA",89715095,112875061,110178430,109245270,109245270,109243828,109220943,96.8,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA VICTORIA",81188606,111817260,92518043,86598461,86595064,86595064,86576933,77.4,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LINCE",24330959,65217214,39066467,35855722,35528460,35321931,35163448,54.2,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LOS OLIVOS",58265079,82788422,79203821,74018793,68564783,68479206,68331894,82.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)",65675552,76096161,69730095,68575816,68575816,68572887,68563740,90.1,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIN",39110222,55152232,47246100,47197674,46838862,46828962,46826789,84.9,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR",35012874,49051799,45709920,45596929,45249878,45249808,45233283,92.2,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE",26799498,37425123,34511552,33287201,32958010,32958010,32917475,88.1,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",134473441,172972616,164058683,163732854,162699462,162699462,162671295,94.1,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",134473441,172972616,164058683,163732854,162699462,162699462,162671295,94.1,2013,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PACHACAMAC",33114685,65413221,48369780,48038147,46832485,46832485,46778739,71.6,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUCUSANA",7052464,13461876,11309080,11298561,11295897,11295780,11044265,83.9,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA",66425519,120606718,91148924,91137243,91111484,91097635,91010177,75.5,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA",9260261,12307911,10365084,10306528,10306528,10306181,10306148,83.7,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA",5771699,12012522,11032538,10566816,10238824,9233081,9221438,76.9,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE RIMAC",23969808,35278024,28293841,27373441,26627508,26615885,26559412,75.4,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLO",6402724,21376637,11555309,11553629,11553629,11553629,11553620,54,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BORJA",61205526,92895360,83914633,82843399,80145163,80144343,79810844,86.3,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN ISIDRO",145994412,208862552,168036807,167839992,166670970,166651314,166021716,79.8,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO",117552523,158359936,151349815,148386424,131514357,131460003,131304346,83,2013,"MUNICIPALIDAD METROPOLITANA DE LIMA"
