"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
200410,PIURA,MORROPÓN,YAMANGO,100.0,98.1,27,40,64,29,16.8,24.8,40.0,18.3,33,33,66,28,20.6,20.6,41.1,17.6
200501,PIURA,PAITA,PAITA,100.0,96.7,60,410,758,699,3.1,21.3,39.3,36.3,63,427,964,473,3.3,22.2,50.0,24.6
200502,PIURA,PAITA,AMOTAPE,100.0,100.0,1,11,8,12,3.1,34.4,25.0,37.5,6,6,6,14,18.8,18.8,18.8,43.8
200503,PIURA,PAITA,ARENAL,100.0,100.0,2,7,0,1,20.0,70.0,0.0,10.0,3,5,1,1,30.0,50.0,10.0,10.0
200504,PIURA,PAITA,COLAN,100.0,97.4,13,40,81,98,5.5,17.2,34.9,42.5,13,47,103,67,5.8,20.3,44.7,29.1
200505,PIURA,PAITA,LA HUACA,100.0,96.3,14,69,110,49,5.8,28.6,45.4,20.2,8,52,131,51,3.1,21.4,54.2,21.2
200506,PIURA,PAITA,TAMARINDO,100.0,100.0,9,27,22,23,11.1,33.3,27.2,28.4,9,22,33,17,11.1,27.2,40.7,21.0
200507,PIURA,PAITA,VICHAYAL,100.0,100.0,11,42,38,7,11.2,42.9,38.8,7.1,7,28,52,11,7.1,28.6,53.1,11.2
200601,PIURA,SULLANA,SULLANA,100.0,98.4,128,765,1440,1340,3.5,20.8,39.2,36.5,160,733,1779,1000,4.4,20.0,48.5,27.2
200602,PIURA,SULLANA,BELLAVISTA,100.0,96.0,22,158,224,146,4.0,28.7,40.7,26.5,35,120,298,98,6.3,21.7,54.2,17.8
200603,PIURA,SULLANA,IGNACIO ESCUDERO,100.0,99.3,29,123,188,117,6.4,26.8,41.1,25.7,33,99,225,100,7.3,21.7,49.2,21.8
200604,PIURA,SULLANA,LANCONES,100.0,98.5,17,44,47,28,12.7,32.1,34.6,20.6,24,38,48,26,17.9,27.8,35.3,19.0
200605,PIURA,SULLANA,MARCAVELICA,100.0,98.9,10,101,175,166,2.3,22.3,38.7,36.7,17,81,194,161,3.7,17.8,42.9,35.5
200606,PIURA,SULLANA,MIGUEL CHECA,100.0,100.0,3,31,61,38,2.3,23.3,45.5,28.9,6,30,55,42,4.5,22.6,41.0,31.9
200607,PIURA,SULLANA,QUERECOTILLO,100.0,98.4,31,121,181,158,6.3,24.7,36.8,32.2,39,100,199,153,8.0,20.4,40.5,31.1
200608,PIURA,SULLANA,SALITRAL,100.0,99.2,3,18,61,39,2.5,15.0,50.1,32.4,5,11,77,28,4.1,9.2,63.3,23.3
200701,PIURA,TALARA,PARIÑAS,100.0,96.7,118,489,603,495,6.9,28.7,35.3,29.0,139,487,678,402,8.1,28.5,39.8,23.6
200702,PIURA,TALARA,EL ALTO,100.0,96.8,6,40,63,46,4.1,25.5,40.7,29.7,8,27,93,27,5.4,17.5,59.8,17.3
200703,PIURA,TALARA,LA BREA,100.0,97.4,5,46,82,59,2.8,24.0,42.5,30.7,7,45,95,46,3.8,23.1,49.4,23.7
200704,PIURA,TALARA,LOBITOS,100.0,100.0,0,7,8,4,0.0,36.8,42.1,21.1,1,8,7,3,5.3,42.1,36.8,15.8
200705,PIURA,TALARA,LOS ORGANOS,100.0,95.1,23,56,71,53,11.3,27.8,34.8,26.1,21,63,93,26,10.4,30.8,45.7,13.0
200706,PIURA,TALARA,MANCORA,100.0,97.2,41,88,76,43,16.7,35.3,30.6,17.5,42,101,87,19,17.0,40.4,35.0,7.6
200801,PIURA,SECHURA,SECHURA,100.0,97.6,35,217,428,304,3.5,22.1,43.5,30.9,35,171,485,293,3.6,17.4,49.3,29.8
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,100.0,98.7,0,11,31,35,0.0,14.4,40.2,45.4,1,8,29,39,1.3,10.3,37.7,50.6
200803,PIURA,SECHURA,BERNAL,100.0,97.9,10,38,63,30,6.9,26.9,44.5,21.6,12,33,66,30,8.3,23.4,46.7,21.6
200804,PIURA,SECHURA,CRISTO NOS VALGA,100.0,99.0,10,41,30,14,10.9,43.2,31.4,14.6,8,28,44,15,8.6,29.5,46.3,15.7
200805,PIURA,SECHURA,VICE,100.0,98.3,38,105,126,75,11.1,30.5,36.6,21.8,35,62,145,102,10.2,18.1,42.0,29.7
200806,PIURA,SECHURA,RINCONADA LLICUAR,100.0,98.1,3,7,20,24,5.6,13.2,37.7,43.5,1,7,19,27,1.9,13.1,35.8,49.3
210101,PUNO,PUNO,PUNO,100.0,98.8,74,412,698,946,3.5,19.3,32.8,44.4,66,279,874,911,3.1,13.1,41.0,42.8
210102,PUNO,PUNO,ACORA,100.0,100.0,29,49,33,9,24.2,40.8,27.5,7.5,20,40,45,15,16.7,33.3,37.5,12.5
210103,PUNO,PUNO,AMANTANI,100.0,98.0,13,25,9,2,26.4,50.7,18.9,4.1,11,23,13,2,22.8,46.1,27.0,4.1
210104,PUNO,PUNO,ATUNCOLLA,100.0,100.0,20,39,18,3,24.7,48.9,22.1,4.2,11,29,32,8,14.0,36.6,39.8,9.6
210105,PUNO,PUNO,CAPACHICA,100.0,98.8,19,30,26,8,23.2,35.6,31.4,9.8,15,20,37,11,18.5,24.2,43.9,13.4
210106,PUNO,PUNO,CHUCUITO,100.0,100.0,12,14,13,2,29.3,34.2,31.6,4.9,5,14,16,6,12.3,34.2,38.9,14.7
210107,PUNO,PUNO,COATA,100.0,98.9,8,41,36,7,8.9,44.8,38.6,7.7,9,18,46,19,10.3,19.3,49.8,20.6
210108,PUNO,PUNO,HUATA,100.0,98.1,2,22,20,7,4.1,43.0,39.2,13.7,0,11,34,7,0.0,21.6,64.7,13.7
210109,PUNO,PUNO,MAÑAZO,100.0,96.7,10,18,22,11,15.7,30.2,36.1,18.0,9,12,25,15,14.8,19.7,41.0,24.6
210110,PUNO,PUNO,PAUCARCOLLA,100.0,100.0,10,27,16,14,14.9,40.2,23.9,20.9,6,20,26,15,9.0,29.8,38.8,22.4
210111,PUNO,PUNO,PICHACANI,100.0,98.2,12,29,11,3,22.1,51.9,20.5,5.6,11,22,17,4,20.3,40.7,31.5,7.5
210112,PUNO,PUNO,PLATERIA,100.0,97.1,6,9,17,2,17.5,26.6,49.5,6.3,8,7,19,1,23.5,20.6,52.9,2.9
210114,PUNO,PUNO,TIQUILLACA,100.0,100.0,4,4,5,1,28.6,28.6,35.7,7.1,2,8,3,1,14.3,57.1,21.4,7.1
210115,PUNO,PUNO,VILQUE,100.0,100.0,0,2,7,10,0.0,10.5,36.8,52.6,0,2,8,9,0.0,10.5,42.1,47.4
210201,PUNO,AZÁNGARO,AZANGARO,100.0,98.8,64,152,159,136,12.5,29.8,31.1,26.6,54,103,215,139,10.6,20.1,42.0,27.2
210202,PUNO,AZÁNGARO,ACHAYA,100.0,100.0,1,1,7,1,10.0,10.0,70.0,10.0,0,0,7,3,0.0,0.0,70.0,30.0
210203,PUNO,AZÁNGARO,ARAPA,100.0,96.3,16,35,19,12,19.4,42.0,23.7,15.0,15,22,36,9,17.9,27.2,43.7,11.2
210204,PUNO,AZÁNGARO,ASILLO,100.0,99.1,41,80,64,27,19.4,37.5,30.2,12.9,40,49,87,36,19.1,23.0,40.9,17.0
210205,PUNO,AZÁNGARO,CAMINACA,100.0,100.0,4,8,5,1,22.2,44.4,27.8,5.6,1,7,9,1,5.6,38.9,50.0,5.6
210206,PUNO,AZÁNGARO,CHUPA,100.0,100.0,6,16,16,3,14.7,39.1,38.9,7.3,3,14,22,2,7.4,34.2,53.6,4.9
210207,PUNO,AZÁNGARO,JOSE DOMINGO CHOQUEHUANCA,100.0,97.1,5,36,23,4,7.5,52.8,33.7,6.0,5,21,39,4,7.2,30.0,56.6,6.2
210209,PUNO,AZÁNGARO,POTONI,100.0,100.0,11,24,12,8,19.7,43.5,22.2,14.6,8,21,18,9,14.4,37.7,31.3,16.5
210210,PUNO,AZÁNGARO,SAMAN,100.0,98.9,42,80,44,8,24.1,46.1,25.2,4.7,37,58,58,22,21.0,33.3,33.3,12.3
210211,PUNO,AZÁNGARO,SAN ANTON,100.0,98.2,17,40,41,13,15.2,36.4,36.6,11.7,21,35,43,12,19.3,31.5,38.4,10.8
210212,PUNO,AZÁNGARO,SAN JOSE,100.0,100.0,9,19,27,4,15.3,32.6,45.1,7.0,11,11,33,4,18.6,18.9,55.6,6.9
210213,PUNO,AZÁNGARO,SAN JUAN DE SALINAS,100.0,100.0,4,9,9,1,17.5,39.2,39.0,4.3,1,11,9,2,4.3,48.0,39.1,8.6
210214,PUNO,AZÁNGARO,SANTIAGO DE PUPUJA,100.0,100.0,4,3,6,7,20.0,15.0,30.0,35.0,3,8,6,3,15.0,40.0,30.0,15.0
210215,PUNO,AZÁNGARO,TIRAPATA,100.0,100.0,19,17,8,3,40.4,36.2,17.0,6.4,20,13,10,4,42.6,27.7,21.3,8.5
210301,PUNO,CARABAYA,MACUSANI,100.0,99.4,24,98,119,92,7.3,29.5,35.6,27.6,23,57,152,102,6.8,17.1,45.5,30.6
210302,PUNO,CARABAYA,AJOYANI,100.0,96.4,2,10,10,6,7.1,34.5,35.3,23.0,0,6,13,9,0.0,22.6,46.8,30.6
210303,PUNO,CARABAYA,AYAPATA,100.0,100.0,12,50,32,11,11.4,47.6,30.4,10.5,3,34,55,13,2.9,32.4,52.2,12.5
210304,PUNO,CARABAYA,COASA,100.0,100.0,9,50,21,15,9.5,52.6,22.1,15.8,7,41,34,13,7.4,43.2,35.8,13.7
210305,PUNO,CARABAYA,CORANI,100.0,100.0,4,21,20,9,7.4,38.9,37.0,16.7,0,7,32,15,0.0,13.0,59.3,27.8
210306,PUNO,CARABAYA,CRUCERO,100.0,97.7,22,85,49,21,12.7,47.8,27.4,12.1,20,68,68,20,11.5,38.4,38.6,11.5
210307,PUNO,CARABAYA,ITUATA,100.0,98.6,9,24,23,16,12.7,33.4,31.7,22.1,11,10,36,15,15.6,14.1,49.7,20.6
210308,PUNO,CARABAYA,OLLACHEA,100.0,100.0,19,32,29,6,22.1,37.2,33.8,7.0,11,22,42,11,12.8,25.5,48.9,12.8
210309,PUNO,CARABAYA,SAN GABAN,100.0,100.0,6,18,36,21,7.4,22.2,44.4,26.0,6,9,31,35,7.4,11.1,38.2,43.3
210310,PUNO,CARABAYA,USICAYOS,100.0,100.0,7,40,26,10,8.4,48.2,31.3,12.0,3,32,39,9,3.6,38.6,47.0,10.8
210401,PUNO,CHUCUITO,JULI,100.0,100.0,34,91,100,66,11.7,31.4,34.4,22.5,29,58,131,73,9.8,19.9,45.2,25.1
210402,PUNO,CHUCUITO,DESAGUADERO,100.0,98.8,35,97,77,46,13.8,38.1,30.0,18.1,38,64,102,52,15.0,24.9,39.7,20.4
210404,PUNO,CHUCUITO,KELLUYO,100.0,100.0,2,4,1,0,28.6,57.1,14.3,0.0,3,2,2,0,42.9,28.6,28.6,0.0
210405,PUNO,CHUCUITO,PISACOMA,100.0,100.0,3,1,1,1,50.0,16.7,16.7,16.7,2,1,3,0,33.3,16.7,50.0,0.0
210406,PUNO,CHUCUITO,POMATA,100.0,99.0,60,85,46,18,28.8,40.6,21.9,8.7,59,61,74,15,28.1,29.4,35.3,7.2
210407,PUNO,CHUCUITO,ZEPITA,100.0,99.6,25,96,81,25,11.1,42.2,35.6,11.1,24,42,106,53,10.8,18.7,46.9,23.6
210501,PUNO,EL COLLAO,ILAVE,100.0,99.2,64,244,246,169,8.9,33.8,34.0,23.4,40,141,325,218,5.6,19.5,44.9,30.1
210503,PUNO,EL COLLAO,PILCUYO,100.0,97.7,6,16,16,6,13.9,36.2,35.9,14.0,1,17,18,7,2.7,38.5,42.5,16.3
210504,PUNO,EL COLLAO,SANTA ROSA,100.0,100.0,5,22,15,6,10.3,45.8,31.3,12.5,8,8,26,6,16.5,16.6,54.3,12.5
210505,PUNO,EL COLLAO,CONDURIRI,100.0,100.0,1,11,4,0,6.3,68.8,25.0,0.0,0,6,9,1,0.0,37.5,56.3,6.3
210601,PUNO,HUANCANÉ,HUANCANE,100.0,99.5,27,59,63,49,13.6,29.8,31.9,24.7,16,47,72,65,8.0,23.4,35.9,32.8
210603,PUNO,HUANCANÉ,HUATASANI,100.0,100.0,1,4,10,5,5.0,20.0,50.0,25.0,1,3,8,8,5.0,15.0,40.0,40.0
210604,PUNO,HUANCANÉ,INCHUPALLA,100.0,100.0,3,7,4,6,15.0,35.0,20.0,30.0,2,8,4,6,10.0,40.0,20.0,30.0
210605,PUNO,HUANCANÉ,PUSI,100.0,100.0,14,22,12,5,26.8,41.1,22.6,9.4,17,19,14,3,32.6,35.1,26.6,5.7
210606,PUNO,HUANCANÉ,ROSASPATA,100.0,94.7,13,14,10,1,34.2,36.6,26.3,2.9,8,11,17,2,21.5,29.5,43.5,5.5
210607,PUNO,HUANCANÉ,TARACO,100.0,99.4,21,64,55,30,12.2,37.5,32.5,17.9,16,40,87,28,9.3,23.6,51.0,16.2
210608,PUNO,HUANCANÉ,VILQUE CHICO,100.0,100.0,8,17,7,4,22.1,47.2,19.5,11.2,4,15,11,6,11.0,41.5,30.6,16.8
210701,PUNO,LAMPA,LAMPA,100.0,99.0,8,38,40,14,8.0,38.0,39.9,14.0,6,30,48,16,6.0,30.0,47.8,16.2
210702,PUNO,LAMPA,CABANILLA,100.0,100.0,4,12,8,4,14.2,42.9,28.5,14.3,6,7,11,4,21.4,24.9,39.3,14.4
210703,PUNO,LAMPA,CALAPUJA,100.0,100.0,4,3,0,3,40.0,30.0,0.0,30.0,3,4,3,0,30.0,40.0,30.0,0.0
210704,PUNO,LAMPA,NICASIO,100.0,100.0,2,6,12,6,7.7,23.0,46.2,23.1,1,6,14,5,3.8,23.0,53.8,19.3
210705,PUNO,LAMPA,OCUVIRI,100.0,100.0,10,11,6,4,32.3,35.5,19.4,12.9,10,11,7,3,32.3,35.5,22.6,9.7
210706,PUNO,LAMPA,PALCA,100.0,100.0,1,6,3,1,9.1,54.5,27.3,9.1,1,4,4,2,9.1,36.4,36.4,18.2
210708,PUNO,LAMPA,PUCARA,100.0,98.2,6,13,19,18,10.8,23.0,34.1,32.1,6,8,25,17,10.8,14.1,44.7,30.5
210709,PUNO,LAMPA,SANTA LUCIA,100.0,100.0,13,48,37,18,11.2,41.4,31.9,15.5,18,35,45,18,15.5,30.2,38.8,15.5
210710,PUNO,LAMPA,VILAVILA,100.0,90.9,5,3,2,0,49.1,30.9,20.0,0.0,3,4,3,0,29.1,40.0,30.9,0.0
210801,PUNO,MELGAR,AYAVIRI,100.0,97.8,37,97,142,132,9.0,23.8,34.9,32.3,32,75,158,143,7.9,18.3,38.8,35.0
210802,PUNO,MELGAR,ANTAUTA,100.0,98.7,8,32,19,16,10.8,42.0,25.7,21.4,10,18,31,15,13.6,24.4,42.0,20.0
210803,PUNO,MELGAR,CUPI,100.0,100.0,5,9,6,1,23.8,42.9,28.6,4.8,9,8,3,1,42.9,38.1,14.3,4.8
210804,PUNO,MELGAR,LLALLI,100.0,98.2,3,22,25,4,5.6,40.7,46.1,7.5,0,11,31,13,0.0,20.5,55.6,23.9
210805,PUNO,MELGAR,MACARI,100.0,98.9,20,34,21,15,22.3,37.7,23.4,16.6,18,31,32,11,19.7,33.6,34.5,12.1
210806,PUNO,MELGAR,NUÑOA,100.0,99.2,22,47,31,20,18.5,39.1,25.6,16.8,23,35,43,21,18.9,28.5,35.7,17.0
210807,PUNO,MELGAR,ORURILLO,100.0,97.5,29,30,19,3,35.9,36.4,23.7,4.0,18,27,29,7,22.2,33.6,36.1,8.1
210808,PUNO,MELGAR,SANTA ROSA,100.0,98.2,24,49,26,12,21.6,44.3,23.5,10.6,13,51,34,11,12.2,46.1,31.3,10.4
210809,PUNO,MELGAR,UMACHIRI,100.0,98.1,11,20,16,6,20.0,38.2,30.4,11.3,9,26,11,6,17.7,49.8,21.2,11.3
210901,PUNO,MOHO,MOHO,100.0,97.4,14,23,32,8,17.9,29.8,41.6,10.7,12,14,28,22,15.5,18.8,37.3,28.3
210902,PUNO,MOHO,CONIMA,100.0,100.0,1,8,5,6,5.0,40.0,25.0,30.0,1,4,9,6,5.0,20.0,45.0,30.0
210903,PUNO,MOHO,HUAYRAPATA,100.0,100.0,10,9,4,0,43.5,39.1,17.4,0.0,7,12,4,0,31.9,52.9,15.2,0.0
210904,PUNO,MOHO,TILALI,100.0,87.5,2,3,2,0,28.6,42.9,28.6,0.0,3,1,3,0,42.9,14.3,42.9,0.0
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,100.0,99.1,27,75,86,34,12.3,33.7,38.8,15.2,22,54,111,36,10.0,24.2,49.7,16.1
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,100.0,99.5,16,75,74,38,7.9,37.0,36.4,18.7,17,51,93,42,8.4,25.1,45.8,20.7
211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,100.0,100.0,0,0,3,11,0.0,0.0,21.4,78.6,0,0,6,8,0.0,0.0,42.9,57.1
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,100.0,97.6,12,43,24,6,13.9,50.8,28.3,7.0,13,18,40,14,15.6,20.6,47.4,16.5
211005,PUNO,SAN ANTONIO DE PUTINA,SINA,100.0,100.0,2,14,4,1,9.5,66.7,19.0,4.8,2,9,9,1,9.5,42.9,42.9,4.8
211101,PUNO,SAN ROMÁN,JULIACA,100.0,98.1,351,1415,2031,1699,6.4,25.7,36.9,30.9,271,1023,2434,1768,4.9,18.6,44.3,32.2
211102,PUNO,SAN ROMÁN,CABANA,100.0,100.0,0,1,4,13,0.0,5.6,22.2,72.2,0,2,11,5,0.0,11.1,61.1,27.8
211103,PUNO,SAN ROMÁN,CABANILLAS,100.0,100.0,9,22,28,23,11.0,26.8,34.1,28.0,8,24,28,22,9.8,29.3,34.1,26.8
211104,PUNO,SAN ROMÁN,CARACOTO,100.0,100.0,5,14,14,11,11.4,31.8,31.8,25.0,5,15,16,8,11.4,34.1,36.4,18.2
211201,PUNO,SANDIA,SANDIA,100.0,99.1,27,101,72,27,11.8,44.5,31.7,12.1,25,58,114,32,10.8,25.4,49.8,14.0
211202,PUNO,SANDIA,CUYOCUYO,100.0,100.0,6,22,38,9,8.0,29.3,50.7,12.0,4,8,37,26,5.3,10.8,48.7,35.2
211203,PUNO,SANDIA,LIMBANI,100.0,100.0,6,9,5,14,17.7,26.5,14.7,41.1,3,7,15,9,8.9,20.6,44.1,26.4
211204,PUNO,SANDIA,PATAMBUCO,100.0,100.0,3,11,38,17,4.3,16.0,55.1,24.7,7,12,33,17,10.1,17.4,47.8,24.7
211205,PUNO,SANDIA,PHARA,100.0,100.0,1,27,25,34,1.1,31.1,28.7,39.0,2,15,38,32,2.3,17.3,43.7,36.7
211206,PUNO,SANDIA,QUIACA,100.0,96.2,8,15,2,1,29.1,59.3,7.7,3.8,6,14,5,1,23.6,53.3,19.2,3.8
211209,PUNO,SANDIA,ALTO INAMBARI,100.0,97.4,7,22,24,25,9.0,28.2,31.3,31.5,10,8,24,36,12.8,10.3,31.2,45.8
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,100.0,98.6,18,35,17,3,25.0,47.1,23.7,4.2,8,32,30,3,11.1,43.1,41.6,4.2
211301,PUNO,YUNGUYO,YUNGUYO,100.0,99.0,49,137,121,99,12.0,33.8,29.9,24.3,44,87,159,117,10.9,21.3,39.1,28.7
211303,PUNO,YUNGUYO,COPANI,100.0,100.0,10,31,18,14,13.8,41.6,25.1,19.6,14,19,29,11,19.3,26.3,38.9,15.4
211304,PUNO,YUNGUYO,CUTURAPI,100.0,83.3,0,4,2,0,0.0,60.0,40.0,0.0,0,5,1,0,0.0,80.0,20.0,0.0
211305,PUNO,YUNGUYO,OLLARAYA,100.0,100.0,2,6,2,1,20.0,52.7,18.2,9.1,1,3,6,1,9.1,30.9,50.9,9.1
220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,100.0,97.1,124,417,571,478,7.8,26.2,35.9,30.1,188,398,648,358,11.8,25.0,40.7,22.5
220102,SAN MARTÍN,MOYOBAMBA,CALZADA,100.0,97.0,5,27,44,24,5.3,26.9,44.2,23.7,6,29,47,19,6.3,28.5,46.6,18.6
220103,SAN MARTÍN,MOYOBAMBA,HABANA,100.0,89.4,3,20,16,8,7.0,42.3,33.8,16.9,8,17,19,3,16.3,35.7,40.8,7.2
220104,SAN MARTÍN,MOYOBAMBA,JEPELACIO,100.0,97.4,36,142,148,91,8.7,34.0,35.5,21.8,42,102,192,81,10.0,24.5,46.0,19.4
220105,SAN MARTÍN,MOYOBAMBA,SORITOR,100.0,96.0,45,166,190,144,8.3,30.5,34.9,26.4,47,158,246,93,8.6,29.0,45.2,17.1
220106,SAN MARTÍN,MOYOBAMBA,YANTALO,100.0,96.2,10,21,16,5,19.8,40.2,29.9,10.1,11,22,17,2,21.9,41.6,32.5,4.0
220201,SAN MARTÍN,BELLAVISTA,BELLAVISTA,100.0,98.1,21,105,122,74,6.6,32.6,37.9,22.9,27,81,174,41,8.5,25.0,53.9,12.6
220202,SAN MARTÍN,BELLAVISTA,ALTO BIAVO,100.0,91.4,94,136,65,31,28.8,41.6,20.0,9.6,108,121,74,23,33.1,37.2,22.7,7.0
220203,SAN MARTÍN,BELLAVISTA,BAJO BIAVO,100.0,96.2,65,92,56,22,27.9,39.1,23.7,9.4,85,70,60,20,36.1,29.8,25.5,8.6
220204,SAN MARTÍN,BELLAVISTA,HUALLAGA,100.0,97.6,7,40,32,6,8.6,47.0,37.3,7.2,20,38,26,2,22.9,44.6,30.0,2.4
220205,SAN MARTÍN,BELLAVISTA,SAN PABLO,100.0,96.1,34,86,72,12,16.8,42.0,35.2,5.9,55,61,77,11,26.8,29.7,38.0,5.5
220206,SAN MARTÍN,BELLAVISTA,SAN RAFAEL,100.0,97.9,11,42,63,28,7.7,29.0,44.1,19.3,21,35,62,26,14.7,24.6,42.8,17.9
220301,SAN MARTÍN,EL DORADO,SAN JOSE DE SISA,100.0,98.1,111,167,66,21,30.5,45.9,18.0,5.6,157,127,64,17,43.0,34.8,17.6,4.5
220302,SAN MARTÍN,EL DORADO,AGUA BLANCA,100.0,97.7,11,19,8,7,23.9,43.2,18.2,14.8,9,10,17,8,20.5,22.7,38.6,18.2
220303,SAN MARTÍN,EL DORADO,SAN MARTIN,100.0,97.8,139,82,37,10,51.8,30.6,13.8,3.8,141,84,35,9,52.5,31.3,12.8,3.4
220304,SAN MARTÍN,EL DORADO,SANTA ROSA,100.0,97.9,30,38,17,9,31.4,40.8,18.5,9.3,40,29,15,10,42.2,31.2,16.1,10.5
220305,SAN MARTÍN,EL DORADO,SHATOJA,100.0,97.8,12,21,10,4,25.0,44.6,21.7,8.7,17,16,13,0,37.5,35.3,27.2,0.0
220401,SAN MARTÍN,HUALLAGA,SAPOSOA,100.0,96.5,30,89,97,97,9.4,28.5,31.1,30.9,34,79,112,88,10.9,25.1,35.9,28.0
220402,SAN MARTÍN,HUALLAGA,ALTO SAPOSOA,100.0,95.8,19,44,30,2,20.1,46.5,31.2,2.2,16,41,33,5,16.8,43.2,34.4,5.6
220403,SAN MARTÍN,HUALLAGA,EL ESLABON,100.0,96.4,8,17,21,10,14.5,29.8,37.0,18.6,16,18,21,1,28.1,32.9,37.0,2.0
220404,SAN MARTÍN,HUALLAGA,PISCOYACU,100.0,97.9,20,32,29,16,20.7,33.5,29.7,16.2,21,35,35,5,21.4,36.6,36.4,5.6
220405,SAN MARTÍN,HUALLAGA,SACANCHE,100.0,100.0,11,19,22,6,19.0,32.8,37.9,10.3,16,24,14,4,27.6,41.4,24.1,6.9
220501,SAN MARTÍN,LAMAS,LAMAS,100.0,98.5,38,99,77,57,14.0,36.6,28.4,21.1,53,78,96,45,19.4,28.8,35.1,16.7
220502,SAN MARTÍN,LAMAS,ALONSO DE ALVARADO,100.0,97.5,44,135,115,67,12.3,37.4,31.8,18.6,55,108,155,42,15.3,29.9,43.0,11.8
220503,SAN MARTÍN,LAMAS,BARRANQUITA,100.0,97.6,14,66,36,7,11.5,53.4,29.2,6.0,24,47,46,8,19.0,37.6,37.3,6.0
220504,SAN MARTÍN,LAMAS,CAYNARACHI,100.0,94.3,51,79,65,33,22.4,34.8,28.4,14.3,64,63,67,35,28.0,27.6,29.2,15.2
220505,SAN MARTÍN,LAMAS,CUÑUMBUQUI,100.0,100.0,15,17,10,1,34.9,39.5,23.3,2.3,24,14,5,0,55.8,32.6,11.6,0.0
220506,SAN MARTÍN,LAMAS,PINTO RECODO,100.0,97.5,51,75,54,22,25.2,36.9,26.9,11.0,43,69,65,24,21.5,34.3,32.4,11.9
220507,SAN MARTÍN,LAMAS,RUMISAPA,100.0,96.5,13,26,12,5,23.6,45.7,21.8,8.9,20,28,7,2,34.7,49.0,12.8,3.5
220508,SAN MARTÍN,LAMAS,SAN ROQUE DE CUMBAZA,100.0,100.0,15,12,2,0,51.7,41.4,6.9,0.0,15,11,3,0,51.7,37.9,10.3,0.0
220509,SAN MARTÍN,LAMAS,SHANAO,100.0,100.0,12,8,7,3,40.0,26.7,23.3,10.0,10,9,10,1,33.3,30.0,33.3,3.3
220510,SAN MARTÍN,LAMAS,TABALOSOS,100.0,98.7,45,109,94,64,14.4,34.9,30.2,20.6,73,91,89,58,23.5,29.1,28.7,18.7
220511,SAN MARTÍN,LAMAS,ZAPATERO,100.0,96.6,49,95,48,14,23.8,46.2,23.2,6.8,54,84,50,17,26.5,41.0,24.2,8.3
220601,SAN MARTÍN,MARISCAL CÁCERES,JUANJUI,100.0,97.2,55,183,252,184,8.2,27.1,37.4,27.3,78,161,254,181,11.6,23.9,37.7,26.8
220602,SAN MARTÍN,MARISCAL CÁCERES,CAMPANILLA,100.0,96.7,86,177,90,37,22.2,45.5,23.0,9.4,120,144,97,29,30.7,37.0,24.8,7.5
220603,SAN MARTÍN,MARISCAL CÁCERES,HUICUNGO,100.0,93.6,41,107,70,34,16.2,42.7,27.7,13.4,68,83,63,37,26.9,33.1,25.1,14.9
220604,SAN MARTÍN,MARISCAL CÁCERES,PACHIZA,100.0,95.5,54,54,36,12,34.6,34.7,22.8,7.8,64,49,22,21,40.9,31.6,14.3,13.2
220605,SAN MARTÍN,MARISCAL CÁCERES,PAJARILLO,100.0,98.6,23,62,41,13,16.8,44.5,29.3,9.4,35,47,47,11,24.9,33.5,33.5,8.0
220701,SAN MARTÍN,PICOTA,PICOTA,100.0,98.3,24,87,80,43,10.1,37.3,34.1,18.5,31,86,99,17,13.5,36.9,42.3,7.3
220702,SAN MARTÍN,PICOTA,BUENOS AIRES,100.0,96.7,21,25,11,3,35.0,41.3,18.5,5.2,29,20,11,0,48.8,32.7,18.5,0.0
220703,SAN MARTÍN,PICOTA,CASPISAPA,100.0,100.0,5,21,12,5,11.6,48.8,27.9,11.6,19,16,6,2,44.2,37.2,14.0,4.7
220704,SAN MARTÍN,PICOTA,PILLUANA,100.0,100.0,1,2,5,1,11.1,22.2,55.6,11.1,1,4,4,0,11.1,44.4,44.4,0.0
220705,SAN MARTÍN,PICOTA,PUCACACA,100.0,100.0,4,22,15,4,8.9,48.9,33.3,8.9,11,21,13,0,24.4,46.7,28.9,0.0
