"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
100511,HUÁNUCO,HUAMALÍES,TANTAMAYO,100.0,100.0,9,18,7,3,24.3,48.8,18.8,8.1,8,19,10,0,21.7,51.5,26.8,0.0
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,100.0,97.9,90,314,403,299,8.1,28.4,36.4,27.0,123,300,442,241,11.1,27.1,40.0,21.8
100602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,100.0,97.2,14,48,33,13,12.6,44.8,30.4,12.2,20,43,32,13,18.4,39.9,29.4,12.3
100603,HUÁNUCO,LEONCIO PRADO,HERMILIO VALDIZAN,100.0,95.2,7,22,26,6,11.5,35.8,42.4,10.3,9,16,31,5,15.0,25.8,50.5,8.7
100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,100.0,96.3,78,233,225,89,12.4,37.4,36.0,14.2,104,209,236,75,16.7,33.5,37.8,12.0
100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,100.0,96.2,23,44,45,21,17.6,32.7,34.1,15.6,22,49,48,14,16.8,36.6,35.7,10.8
100606,HUÁNUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100.0,95.2,29,71,67,19,15.8,38.1,36.1,10.1,27,57,71,31,14.4,30.8,37.9,16.9
100607,HUÁNUCO,LEONCIO PRADO,PUCAYACU,100.0,96.3,21,50,30,5,20.1,46.6,28.3,5.0,21,42,35,8,19.6,39.6,33.0,7.7
100608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,100.0,99.1,7,38,47,24,6.1,32.9,40.1,20.8,14,25,66,11,12.2,21.2,57.1,9.6
100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,100.0,97.2,143,166,76,42,33.6,39.0,17.7,9.7,135,139,89,64,31.6,32.6,20.8,15.0
100702,HUÁNUCO,MARAÑÓN,CHOLON,100.0,94.0,33,47,33,4,28.1,40.3,27.8,3.8,19,41,54,4,15.8,34.4,46.2,3.6
100703,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,100.0,98.5,36,21,7,1,54.9,32.8,10.7,1.5,34,19,12,0,51.8,29.6,18.6,0.0
100704,HUÁNUCO,MARAÑÓN,LA MORADA,100.0,91.2,6,16,24,11,10.3,28.4,41.6,19.7,1,21,29,6,1.8,37.3,51.3,9.7
100705,HUÁNUCO,MARAÑÓN,SANTA ROSA DE ALTO YANAJANCA,100.0,84.6,7,21,21,2,13.3,41.3,40.7,4.7,7,17,23,5,13.9,32.1,44.6,9.4
100801,HUÁNUCO,PACHITEA,PANAO,100.0,97.2,138,133,66,22,38.3,37.1,18.5,6.0,108,120,107,25,29.9,33.4,29.8,6.9
100802,HUÁNUCO,PACHITEA,CHAGLLA,94.7,95.0,44,95,66,30,18.8,40.3,28.0,12.9,30,81,97,26,13.0,34.4,41.4,11.2
100803,HUÁNUCO,PACHITEA,MOLINO,100.0,97.0,51,102,111,69,15.3,30.7,33.3,20.7,46,84,117,85,13.8,25.3,35.3,25.6
100804,HUÁNUCO,PACHITEA,UMARI,100.0,97.1,96,172,66,15,27.5,49.3,18.9,4.4,72,98,152,27,20.7,28.1,43.3,7.8
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,100.0,94.9,59,105,92,57,18.8,33.7,29.3,18.3,83,88,93,49,26.5,28.1,29.8,15.6
100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,100.0,96.5,19,27,28,12,22.0,31.3,32.3,14.5,13,30,32,11,14.7,35.1,37.0,13.1
100903,HUÁNUCO,PUERTO INCA,HONORIA,100.0,93.5,30,49,32,13,23.8,39.7,26.0,10.5,46,41,30,8,36.8,33.0,23.7,6.5
100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,100.0,95.5,29,48,27,9,25.7,42.9,23.8,7.7,39,35,33,5,35.1,31.0,29.4,4.5
100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,100.0,94.9,18,38,42,20,15.1,32.2,35.5,17.1,12,43,44,19,10.6,36.4,37.1,16.0
101001,HUÁNUCO,LAURICOCHA,JESUS,100.0,100.0,16,31,21,15,19.2,37.3,25.4,18.1,17,33,23,10,20.4,39.7,27.8,12.1
101002,HUÁNUCO,LAURICOCHA,BAÑOS,100.0,95.3,9,22,7,5,20.4,50.6,17.1,11.9,12,17,9,5,27.5,38.7,21.9,11.9
101003,HUÁNUCO,LAURICOCHA,JIVIA,100.0,91.7,3,5,5,0,25.0,37.5,37.5,0.0,4,3,4,1,33.4,27.8,29.1,9.7
101004,HUÁNUCO,LAURICOCHA,QUEROPALCA,100.0,100.0,0,0,0,11,0.0,0.0,0.0,100.0,0,0,0,11,0.0,0.0,0.0,100.0
101005,HUÁNUCO,LAURICOCHA,RONDOS,100.0,97.6,29,38,16,2,33.5,44.9,19.1,2.5,36,25,20,4,42.2,28.9,24.0,4.9
101006,HUÁNUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,100.0,96.2,3,13,9,0,12.3,51.6,36.1,0.0,11,11,3,1,40.8,43.9,11.5,3.8
101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,100.0,97.2,37,44,18,10,33.5,40.3,16.9,9.3,34,38,26,12,30.8,34.7,23.4,11.1
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,100.0,98.6,47,49,33,10,34.0,35.3,23.3,7.4,51,42,35,12,36.4,29.9,25.0,8.8
101102,HUÁNUCO,YAROWILCA,CAHUAC,100.0,100.0,2,4,7,7,9.5,19.7,35.5,35.2,2,3,10,6,9.5,14.6,45.7,30.2
101103,HUÁNUCO,YAROWILCA,CHACABAMBA,100.0,100.0,3,6,2,1,25.0,50.0,16.7,8.3,4,6,2,0,33.3,50.0,16.7,0.0
101104,HUÁNUCO,YAROWILCA,APARICIO POMARES,100.0,99.3,28,76,31,2,20.6,55.3,22.7,1.5,30,51,43,13,22.0,37.4,31.0,9.5
101105,HUÁNUCO,YAROWILCA,JACAS CHICO,100.0,85.7,5,1,1,0,66.7,16.7,16.7,0.0,5,2,0,0,66.7,33.3,0.0,0.0
101106,HUÁNUCO,YAROWILCA,OBAS,100.0,95.9,32,47,17,1,33.2,48.5,17.2,1.1,38,40,20,0,38.6,41.1,20.3,0.0
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,100.0,100.0,13,13,7,0,39.5,39.4,21.1,0.0,9,10,9,5,27.4,30.3,27.2,15.1
101108,HUÁNUCO,YAROWILCA,CHORAS,100.0,98.0,13,16,17,3,26.8,32.4,34.6,6.1,12,18,16,3,23.6,37.6,32.3,6.5
110101,ICA,ICA,ICA,100.0,97.4,104,622,1134,1417,3.2,19.0,34.6,43.2,156,565,1391,1165,4.8,17.2,42.5,35.5
110102,ICA,ICA,LA TINGUIÑA,100.0,97.9,39,149,179,197,6.9,26.4,31.7,35.0,52,110,225,178,9.1,19.5,39.9,31.5
110103,ICA,ICA,LOS AQUIJES,100.0,97.4,21,78,96,73,7.7,29.1,36.0,27.2,16,66,118,68,5.8,24.7,44.1,25.4
110104,ICA,ICA,OCUCAJE,100.0,93.5,3,27,12,4,7.0,58.1,25.6,9.3,8,19,17,2,16.3,41.9,37.1,4.7
110105,ICA,ICA,PACHACUTEC,100.0,96.8,27,39,34,25,21.3,31.4,27.3,19.9,14,38,51,22,11.6,30.4,40.6,17.4
110106,ICA,ICA,PARCONA,100.0,96.8,24,138,182,161,4.7,27.3,36.0,31.9,27,106,245,127,5.4,20.9,48.5,25.2
110107,ICA,ICA,PUEBLO NUEVO,100.0,98.6,6,22,26,18,8.3,30.5,36.1,25.1,2,22,25,23,2.7,30.5,34.7,32.0
110108,ICA,ICA,SALAS,100.0,97.4,20,123,182,97,4.7,29.2,43.1,23.0,22,85,180,135,5.2,20.1,42.6,32.0
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,100.0,100.0,5,31,36,22,5.3,33.0,38.3,23.4,6,16,58,14,6.4,17.0,61.7,14.9
110110,ICA,ICA,SAN JUAN BAUTISTA,100.0,96.4,7,18,42,42,6.7,16.2,38.5,38.6,6,19,50,35,5.7,17.3,45.5,31.5
110111,ICA,ICA,SANTIAGO,100.0,96.0,18,129,213,141,3.5,25.7,42.5,28.2,28,96,230,146,5.6,19.2,46.0,29.2
110112,ICA,ICA,SUBTANJALLA,100.0,97.5,13,56,69,63,6.4,28.1,34.1,31.4,21,58,68,54,10.6,29.1,33.7,26.6
110113,ICA,ICA,TATE,100.0,97.9,1,8,23,16,2.1,16.7,47.0,34.1,2,0,25,21,4.2,0.0,53.0,42.8
110201,ICA,CHINCHA,CHINCHA ALTA,100.0,98.0,121,424,756,700,6.0,21.2,37.8,35.0,116,408,926,551,5.8,20.4,46.3,27.5
110202,ICA,CHINCHA,ALTO LARAN,100.0,94.9,14,27,26,52,11.8,22.8,21.6,43.7,12,41,35,30,10.1,34.7,29.9,25.2
110204,ICA,CHINCHA,CHINCHA BAJA,100.0,99.5,23,65,74,51,10.8,30.6,34.7,23.9,26,48,107,33,12.3,22.5,49.8,15.4
110205,ICA,CHINCHA,EL CARMEN,100.0,98.8,15,61,66,23,9.3,36.8,39.7,14.1,25,39,73,29,14.9,23.4,44.0,17.8
110206,ICA,CHINCHA,GROCIO PRADO,100.0,91.1,34,167,158,78,7.9,38.2,36.1,17.9,42,120,201,75,9.7,27.4,45.8,17.1
110207,ICA,CHINCHA,PUEBLO NUEVO,100.0,97.3,51,221,323,186,6.5,28.3,41.3,23.8,44,202,388,148,5.6,25.8,49.6,19.0
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,100.0,100.0,1,4,2,0,14.3,57.1,28.6,0.0,1,3,2,1,14.3,42.9,28.6,14.3
110210,ICA,CHINCHA,SUNAMPE,100.0,98.7,34,106,95,68,11.3,35.0,31.3,22.4,33,90,123,58,10.9,29.5,40.5,19.0
110211,ICA,CHINCHA,TAMBO DE MORA,100.0,94.7,7,18,3,10,19.4,47.2,8.3,25.0,5,15,15,3,13.9,38.9,38.9,8.3
110301,ICA,NAZCA,NASCA,100.0,99.4,17,80,170,262,3.3,15.1,32.1,49.4,8,62,198,262,1.5,11.7,37.3,49.5
110302,ICA,NAZCA,CHANGUILLO,100.0,100.0,1,5,13,8,3.7,18.5,48.1,29.6,0,2,9,16,0.0,7.4,33.3,59.3
110303,ICA,NAZCA,EL INGENIO,100.0,98.1,4,17,16,14,7.7,33.2,31.5,27.6,4,15,21,11,7.7,29.3,41.2,21.8
110304,ICA,NAZCA,MARCONA,100.0,99.6,3,59,94,129,1.1,20.7,33.1,45.1,3,35,122,126,1.1,12.1,42.7,44.2
110305,ICA,NAZCA,VISTA ALEGRE,100.0,98.9,5,25,64,81,3.1,14.1,36.6,46.2,3,15,78,79,2.0,8.5,44.6,45.0
110401,ICA,PALPA,PALPA,100.0,97.4,9,52,42,49,6.2,33.9,27.6,32.2,4,27,63,59,2.7,17.7,41.3,38.3
110402,ICA,PALPA,LLIPATA,100.0,100.0,0,2,4,0,0.0,33.3,66.7,0.0,0,2,4,0,0.0,33.3,66.7,0.0
110403,ICA,PALPA,RIO GRANDE,100.0,100.0,0,5,17,8,0.0,16.7,56.7,26.7,0,3,7,20,0.0,10.0,23.3,66.7
110404,ICA,PALPA,SANTA CRUZ,100.0,100.0,0,1,5,10,0.0,6.3,31.3,62.5,0,0,7,9,0.0,0.0,43.8,56.3
110405,ICA,PALPA,TIBILLO,100.0,100.0,0,2,4,1,0.0,28.6,57.1,14.3,0,1,3,3,0.0,14.3,42.9,42.9
110501,ICA,PISCO,PISCO,100.0,97.1,88,300,375,478,7.1,24.2,30.2,38.6,102,244,511,385,8.2,19.6,41.2,31.0
110502,ICA,PISCO,HUANCANO,100.0,100.0,8,9,6,3,30.8,34.6,23.1,11.5,7,10,8,1,26.9,38.5,30.8,3.8
110503,ICA,PISCO,HUMAY,100.0,98.9,9,30,29,19,9.9,34.2,33.7,22.1,6,30,34,16,7.1,34.9,39.4,18.6
110504,ICA,PISCO,INDEPENDENCIA,100.0,99.6,18,68,89,73,7.4,27.3,35.9,29.4,12,55,131,49,4.9,22.4,53.0,19.7
110505,ICA,PISCO,PARACAS,100.0,91.1,9,25,28,28,9.9,27.4,31.1,31.5,6,20,48,17,6.3,22.1,52.8,18.8
110506,ICA,PISCO,SAN ANDRES,100.0,97.8,5,44,72,110,2.3,19.1,31.1,47.5,8,36,120,67,3.6,15.6,51.9,28.9
110507,ICA,PISCO,SAN CLEMENTE,100.0,96.7,32,131,154,103,7.7,31.1,36.6,24.6,41,127,164,88,9.9,30.2,39.1,20.9
110508,ICA,PISCO,TUPAC AMARU INCA,100.0,96.7,17,105,108,106,5.0,31.3,32.2,31.5,26,82,139,89,7.8,24.4,41.3,26.4
120101,JUNÍN,HUANCAYO,HUANCAYO,100.0,97.3,49,434,1015,1846,1.5,13.0,30.3,55.2,62,315,1299,1667,1.9,9.4,38.9,49.9
120105,JUNÍN,HUANCAYO,CHACAPAMPA,100.0,100.0,1,4,2,0,14.3,57.1,28.6,0.0,1,3,2,1,14.3,42.9,28.6,14.3
120106,JUNÍN,HUANCAYO,CHICCHE,100.0,100.0,1,2,2,1,16.7,33.3,33.3,16.7,0,2,3,1,0.0,33.3,50.0,16.7
120107,JUNÍN,HUANCAYO,CHILCA,100.0,97.3,42,258,418,386,3.8,23.4,37.9,34.9,40,159,507,398,3.6,14.4,45.9,36.1
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,100.0,100.0,1,3,3,1,12.5,37.5,37.5,12.5,2,3,2,1,25.0,37.5,25.0,12.5
120111,JUNÍN,HUANCAYO,CHUPURO,100.0,100.0,4,14,14,1,12.1,42.4,42.4,3.0,3,10,18,3,9.1,30.3,51.5,9.1
120112,JUNÍN,HUANCAYO,COLCA,100.0,100.0,2,2,3,3,20.0,20.0,30.0,30.0,2,1,2,5,20.0,10.0,20.0,50.0
120113,JUNÍN,HUANCAYO,CULLHUAS,100.0,100.0,3,6,1,1,27.3,54.5,9.1,9.1,2,4,4,1,18.2,36.4,36.4,9.1
120114,JUNÍN,HUANCAYO,EL TAMBO,100.0,98.1,53,369,843,1283,2.1,14.5,33.1,50.4,67,326,1082,1073,2.6,12.8,42.5,42.1
120116,JUNÍN,HUANCAYO,HUACRAPUQUIO,100.0,95.7,0,9,11,3,0.0,40.0,45.7,14.3,2,7,12,2,9.1,31.7,50.0,9.1
120117,JUNÍN,HUANCAYO,HUALHUAS,100.0,98.0,5,13,21,10,10.1,26.7,42.9,20.3,2,13,24,11,4.0,26.3,47.0,22.7
120119,JUNÍN,HUANCAYO,HUANCAN,100.0,99.1,17,79,84,50,7.4,34.5,36.4,21.7,16,61,105,48,7.0,26.7,45.6,20.7
120120,JUNÍN,HUANCAYO,HUASICANCHA,100.0,100.0,0,7,6,3,0.0,43.8,37.5,18.8,0,3,10,3,0.0,18.8,62.5,18.8
120121,JUNÍN,HUANCAYO,HUAYUCACHI,100.0,99.5,4,49,86,49,2.2,26.2,45.7,26.0,2,19,107,61,1.1,10.1,56.5,32.3
120122,JUNÍN,HUANCAYO,INGENIO,100.0,100.0,2,8,2,14,7.7,30.8,7.7,53.8,3,7,8,8,11.5,26.9,30.8,30.8
120124,JUNÍN,HUANCAYO,PARIAHUANCA,100.0,96.6,17,39,25,7,19.1,44.7,27.9,8.3,19,32,32,5,21.3,36.6,36.3,5.8
120125,JUNÍN,HUANCAYO,PILCOMAYO,100.0,97.8,9,75,106,87,3.4,27.1,38.1,31.5,16,48,129,84,5.8,17.3,46.4,30.5
120126,JUNÍN,HUANCAYO,PUCARA,100.0,100.0,8,25,15,7,14.7,44.8,27.8,12.7,9,15,25,6,16.4,27.5,45.0,11.2
120127,JUNÍN,HUANCAYO,QUICHUAY,100.0,93.3,1,9,5,0,7.6,61.3,31.1,0.0,3,5,7,0,22.9,30.6,46.5,0.0
120128,JUNÍN,HUANCAYO,QUILCAS,100.0,90.9,2,17,25,22,3.3,25.2,37.8,33.7,3,12,27,23,5.1,18.1,41.2,35.6
120129,JUNÍN,HUANCAYO,SAN AGUSTIN,100.0,96.6,16,50,77,63,7.6,24.5,37.5,30.5,14,36,97,58,7.0,17.4,47.4,28.1
120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,100.0,95.7,6,49,75,81,2.8,23.1,35.6,38.5,5,33,109,64,2.6,15.6,51.6,30.3
120132,JUNÍN,HUANCAYO,SAÑO,100.0,92.0,4,10,9,26,8.7,20.7,17.8,52.9,0,7,17,26,0.0,13.6,34.4,52.0
120133,JUNÍN,HUANCAYO,SAPALLANGA,100.0,98.3,26,67,89,56,10.8,28.3,37.5,23.3,27,48,99,65,11.3,20.1,41.4,27.1
120134,JUNÍN,HUANCAYO,SICAYA,100.0,96.2,5,48,79,53,2.9,25.9,42.5,28.7,5,35,81,64,2.9,18.7,43.7,34.7
120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,100.0,96.6,45,39,17,16,38.7,33.0,14.5,13.8,37,31,30,18,31.8,26.7,26.0,15.5
120136,JUNÍN,HUANCAYO,VIQUES,100.0,95.9,2,14,18,15,4.3,28.3,37.0,30.4,4,11,26,9,8.7,21.7,52.2,17.4
120201,JUNÍN,CONCEPCIÓN,CONCEPCION,100.0,98.0,18,121,138,131,4.3,29.7,33.9,32.1,19,111,172,106,4.5,27.2,42.3,26.0
120202,JUNÍN,CONCEPCIÓN,ACO,100.0,100.0,2,7,5,2,12.5,43.8,31.3,12.5,2,5,7,2,12.5,31.3,43.8,12.5
120203,JUNÍN,CONCEPCIÓN,ANDAMARCA,100.0,95.5,39,35,13,2,43.4,39.4,15.0,2.2,31,29,26,3,34.8,32.9,28.7,3.6
120204,JUNÍN,CONCEPCIÓN,CHAMBARA,100.0,100.0,10,17,11,2,25.6,42.3,26.9,5.1,16,16,7,0,41.0,40.4,18.6,0.0
120205,JUNÍN,CONCEPCIÓN,COCHAS,100.0,97.6,12,21,6,3,28.0,49.6,15.2,7.1,14,19,8,1,32.9,44.6,20.1,2.4
120206,JUNÍN,CONCEPCIÓN,COMAS,100.0,93.7,12,24,33,10,15.6,30.0,41.6,12.8,9,11,41,18,11.7,14.1,51.9,22.3
120207,JUNÍN,CONCEPCIÓN,HEROINAS TOLEDO,100.0,100.0,5,6,2,1,35.7,42.9,14.3,7.1,5,5,4,0,35.7,35.7,28.6,0.0
120208,JUNÍN,CONCEPCIÓN,MANZANARES,100.0,100.0,4,6,6,5,19.0,28.6,28.6,23.8,4,2,9,6,19.0,9.5,42.9,28.6
120209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,100.0,100.0,4,9,2,1,25.0,56.3,12.5,6.3,7,5,4,0,43.8,31.3,25.0,0.0
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,100.0,96.7,5,20,22,13,8.7,33.0,36.0,22.3,4,18,29,9,6.8,29.7,48.5,15.0
120211,JUNÍN,CONCEPCIÓN,MITO,100.0,94.7,1,4,10,4,5.3,21.1,52.6,21.1,1,5,7,6,5.3,25.0,38.2,31.6
120212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,100.0,100.0,2,5,6,3,12.5,31.3,37.5,18.8,0,5,10,1,0.0,31.3,62.5,6.3
120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,100.0,93.5,10,18,25,10,15.4,29.1,39.6,15.9,8,13,29,12,13.1,20.5,47.3,19.1
120214,JUNÍN,CONCEPCIÓN,SAN JOSE DE QUERO,100.0,96.4,23,59,21,9,20.3,52.7,18.6,8.4,14,40,47,10,12.8,36.0,41.9,9.3
120215,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,100.0,95.5,0,2,9,11,0.0,9.4,42.9,47.7,0,3,15,4,0.0,14.2,66.5,19.3
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,100.0,97.8,7,91,162,205,1.6,19.5,34.8,44.2,13,71,174,207,2.7,15.3,37.4,44.5
120302,JUNÍN,CHANCHAMAYO,PERENE,100.0,97.6,92,347,326,182,9.7,36.7,34.4,19.2,115,279,372,181,12.1,29.4,39.3,19.1
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,100.0,95.6,56,237,321,252,6.5,27.3,37.1,29.1,60,191,349,266,6.9,22.0,40.3,30.7
120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,100.0,93.0,6,16,19,17,10.5,27.2,32.5,29.8,7,13,27,10,12.3,22.8,47.8,17.1
120305,JUNÍN,CHANCHAMAYO,SAN RAMON,100.0,98.5,9,106,178,185,1.9,22.2,37.2,38.6,28,64,207,181,5.8,13.3,43.2,37.7
120306,JUNÍN,CHANCHAMAYO,VITOC,100.0,100.0,0,3,2,0,0.0,60.0,40.0,0.0,1,4,0,0,20.0,80.0,0.0,0.0
120401,JUNÍN,JAUJA,JAUJA,100.0,98.1,19,82,171,213,3.8,16.9,35.3,44.0,23,67,197,197,4.7,13.9,40.7,40.7
120402,JUNÍN,JAUJA,ACOLLA,100.0,100.0,5,4,14,14,13.5,10.8,37.8,37.8,5,4,16,12,13.5,10.8,43.2,32.4
120403,JUNÍN,JAUJA,APATA,100.0,98.0,11,25,11,4,22.1,48.5,21.6,7.8,11,11,12,16,22.5,22.1,24.1,31.4
120404,JUNÍN,JAUJA,ATAURA,100.0,100.0,2,8,5,5,10.0,40.0,25.0,25.0,3,6,8,3,15.0,30.0,40.0,15.0
120405,JUNÍN,JAUJA,CANCHAYLLO,100.0,100.0,1,9,11,7,3.6,32.1,39.3,25.0,2,8,11,7,7.1,28.6,39.3,25.0
120406,JUNÍN,JAUJA,CURICACA,100.0,92.3,0,2,6,5,0.0,17.3,44.2,38.5,0,1,7,5,0.0,7.7,53.8,38.5
120407,JUNÍN,JAUJA,EL MANTARO,100.0,100.0,6,15,13,11,13.3,33.0,28.9,24.8,8,5,16,18,17.4,10.9,33.7,38.0
120408,JUNÍN,JAUJA,HUAMALI,100.0,100.0,0,4,7,4,0.0,26.7,46.7,26.7,0,2,11,2,0.0,13.3,73.3,13.3
120409,JUNÍN,JAUJA,HUARIPAMPA,100.0,100.0,0,0,5,3,0.0,0.0,62.5,37.5,0,0,1,7,0.0,0.0,12.5,87.5
120410,JUNÍN,JAUJA,HUERTAS,100.0,88.9,1,2,3,2,12.5,25.0,37.5,25.0,0,2,3,3,0.0,25.0,37.5,37.5
120411,JUNÍN,JAUJA,JANJAILLO,100.0,100.0,0,0,4,1,0.0,0.0,80.0,20.0,0,0,3,2,0.0,0.0,60.0,40.0
120412,JUNÍN,JAUJA,JULCAN,100.0,100.0,1,3,0,1,20.0,60.0,0.0,20.0,1,2,2,0,20.0,40.0,40.0,0.0
120413,JUNÍN,JAUJA,LEONOR ORDOÑEZ,100.0,100.0,2,5,2,2,18.2,45.5,18.2,18.2,2,6,2,1,18.2,54.5,18.2,9.1
120414,JUNÍN,JAUJA,LLOCLLAPAMPA,100.0,100.0,0,2,4,1,0.0,28.6,57.1,14.3,0,4,2,1,0.0,57.1,28.6,14.3
120415,JUNÍN,JAUJA,MARCO,100.0,86.7,0,5,6,5,0.0,30.8,38.5,30.8,1,2,8,3,7.7,15.4,53.8,23.1
120416,JUNÍN,JAUJA,MASMA,100.0,100.0,1,6,2,1,10.0,60.0,20.0,10.0,1,4,5,0,10.0,40.0,50.0,0.0
120417,JUNÍN,JAUJA,MASMA CHICCHE,100.0,100.0,2,3,4,1,20.0,30.0,40.0,10.0,2,4,3,1,20.0,40.0,30.0,10.0
120418,JUNÍN,JAUJA,MOLINOS,100.0,100.0,5,9,7,4,20.0,36.0,28.0,16.0,4,9,10,2,16.0,36.0,40.0,8.0
120419,JUNÍN,JAUJA,MONOBAMBA,100.0,100.0,1,3,2,2,12.5,37.5,25.0,25.0,2,1,3,2,25.0,12.5,37.5,25.0
120420,JUNÍN,JAUJA,MUQUI,100.0,100.0,0,4,6,3,0.0,30.8,46.2,23.1,0,0,13,0,0.0,0.0,100.0,0.0
120421,JUNÍN,JAUJA,MUQUIYAUYO,100.0,93.9,4,16,7,5,13.4,48.4,22.4,15.8,4,9,18,2,13.0,26.4,54.3,6.3
120424,JUNÍN,JAUJA,PANCAN,100.0,100.0,0,8,22,44,0.0,10.8,29.7,59.5,0,8,33,33,0.0,10.8,44.6,44.6
120425,JUNÍN,JAUJA,PARCO,100.0,100.0,0,2,4,6,0.0,16.7,33.3,50.0,0,1,7,4,0.0,8.3,58.3,33.3
120426,JUNÍN,JAUJA,POMACANCHA,100.0,100.0,2,5,12,7,7.7,19.2,46.2,26.9,2,1,14,9,7.7,3.8,53.8,34.6
120427,JUNÍN,JAUJA,RICRAN,100.0,100.0,10,15,4,2,32.3,48.4,12.9,6.5,8,14,8,1,25.8,45.2,25.8,3.2
120428,JUNÍN,JAUJA,SAN LORENZO,100.0,100.0,0,11,20,12,0.0,25.6,46.5,27.9,1,12,21,9,2.3,27.9,48.8,20.9
120430,JUNÍN,JAUJA,SAUSA,100.0,95.2,1,8,11,1,5.0,40.0,50.0,5.0,2,7,11,1,10.0,35.0,50.0,5.0
120431,JUNÍN,JAUJA,SINCOS,100.0,98.5,12,22,26,7,17.4,32.2,39.3,11.0,15,17,23,13,21.8,24.6,34.2,19.4
120432,JUNÍN,JAUJA,TUNAN MARCA,100.0,86.7,0,6,6,4,0.0,38.5,38.0,23.5,0,4,7,5,0.0,23.5,45.5,31.0
120433,JUNÍN,JAUJA,YAULI,100.0,100.0,0,1,3,2,0.0,16.7,50.0,33.3,0,2,2,2,0.0,33.3,33.3,33.3
120434,JUNÍN,JAUJA,YAUYOS,100.0,84.2,0,9,6,4,0.0,46.7,33.3,20.0,1,8,8,3,6.7,40.0,40.0,13.3
120501,JUNÍN,JUNÍN,JUNIN,100.0,99.5,7,38,47,99,3.7,20.0,24.5,51.7,6,30,63,92,3.2,15.7,33.0,48.0
120502,JUNÍN,JUNÍN,CARHUAMAYO,100.0,99.0,21,41,16,25,20.6,39.7,15.7,24.0,21,17,50,14,20.6,16.7,48.9,13.9
120503,JUNÍN,JUNÍN,ONDORES,100.0,100.0,0,2,2,2,0.0,33.3,33.3,33.3,0,0,2,4,0.0,0.0,33.3,66.7
120504,JUNÍN,JUNÍN,ULCUMAYO,100.0,100.0,11,12,9,2,32.4,35.3,26.5,5.9,16,7,9,2,47.1,20.6,26.5,5.9
120601,JUNÍN,SATIPO,SATIPO,100.0,98.7,55,233,311,191,6.9,29.6,39.4,24.2,65,175,363,187,8.3,22.2,45.9,23.6
120602,JUNÍN,SATIPO,COVIRIALI,100.0,94.4,1,8,11,16,3.0,21.4,30.2,45.4,0,7,12,17,0.0,18.2,33.3,48.6
120603,JUNÍN,SATIPO,LLAYLLA,100.0,100.0,6,18,39,17,7.5,22.5,48.8,21.3,5,11,51,13,6.3,13.8,63.8,16.3
120604,JUNÍN,SATIPO,MAZAMARI,100.0,96.7,37,95,118,57,11.9,31.1,38.6,18.4,47,76,146,38,15.4,24.7,47.7,12.3
120605,JUNÍN,SATIPO,PAMPA HERMOSA,100.0,97.1,2,6,9,17,7.1,16.5,26.5,50.0,2,3,16,12,7.1,10.0,47.6,35.3
