"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de primaria",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Lectura,,,,,,Matemática,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio
040504,AREQUIPA,CAYLLOMA,CALLALLI,100.0,100.0,0,15,6,0.0,71.4,28.6,4,11,6,19.0,52.4,28.6
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,100.0,98.6,4,41,23,5.9,60.3,33.8,18,40,10,26.5,58.8,14.7
040506,AREQUIPA,CAYLLOMA,COPORAQUE,100.0,100.0,3,14,3,15.0,70.0,15.0,12,6,2,60.0,30.0,10.0
040507,AREQUIPA,CAYLLOMA,HUAMBO,100.0,100.0,1,4,3,12.5,50.0,37.5,3,2,3,37.5,25.0,37.5
040508,AREQUIPA,CAYLLOMA,HUANCA,100.0,91.7,0,5,6,0.0,45.5,54.5,1,5,5,9.1,45.5,45.5
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,100.0,100.0,1,5,1,14.3,71.4,14.3,5,1,1,71.4,14.3,14.3
040510,AREQUIPA,CAYLLOMA,LARI,100.0,96.6,2,21,5,7.1,75.0,17.9,10,13,5,35.7,46.4,17.9
040511,AREQUIPA,CAYLLOMA,LLUTA,100.0,100.0,0,5,3,0.0,62.5,37.5,1,3,4,12.5,37.5,50.0
040512,AREQUIPA,CAYLLOMA,MACA,100.0,100.0,0,3,3,0.0,50.0,50.0,2,4,0,33.3,66.7,0.0
040513,AREQUIPA,CAYLLOMA,MADRIGAL,100.0,100.0,0,8,5,0.0,61.5,38.5,2,8,3,15.4,61.5,23.1
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,100.0,100.0,1,7,4,8.3,58.3,33.3,5,4,3,41.7,33.3,25.0
040515,AREQUIPA,CAYLLOMA,SIBAYO,100.0,100.0,0,2,11,0.0,15.4,84.6,0,8,5,0.0,61.5,38.5
040517,AREQUIPA,CAYLLOMA,TISCO,100.0,88.2,0,10,5,0.0,66.7,33.3,3,8,4,20.0,53.3,26.7
040518,AREQUIPA,CAYLLOMA,TUTI,100.0,100.0,0,4,1,0.0,80.0,20.0,0,3,2,0.0,60.0,40.0
040519,AREQUIPA,CAYLLOMA,YANQUE,100.0,100.0,0,18,19,0.0,48.6,51.4,5,11,21,13.5,29.7,56.8
040520,AREQUIPA,CAYLLOMA,MAJES,100.0,97.2,43,610,572,3.5,49.8,46.7,329,484,411,26.9,39.5,33.6
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,100.0,100.0,1,35,19,1.8,63.6,34.5,2,23,30,3.6,41.8,54.5
040602,AREQUIPA,CONDESUYOS,ANDARAY,100.0,100.0,1,6,0,14.3,85.7,0.0,2,2,2,33.3,33.3,33.3
040603,AREQUIPA,CONDESUYOS,CAYARANI,100.0,101.2,9,69,6,10.7,82.1,7.1,43,38,3,51.2,45.2,3.6
040605,AREQUIPA,CONDESUYOS,IRAY,100.0,100.0,1,2,2,20.0,40.0,40.0,1,2,2,20.0,40.0,40.0
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,100.0,98.7,1,32,43,1.3,42.1,56.6,10,38,28,13.2,50.0,36.8
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,100.0,100.0,1,20,30,2.0,39.2,58.8,5,18,28,9.8,35.3,54.9
040701,AREQUIPA,ISLAY,MOLLENDO,100.0,94.8,6,137,238,1.6,36.0,62.5,62,152,167,16.3,39.9,43.8
040702,AREQUIPA,ISLAY,COCACHACRA,100.0,100.9,0,25,93,0.0,21.2,78.8,7,26,85,5.9,22.0,72.0
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,100.0,97.9,2,29,61,2.2,31.5,66.3,8,32,52,8.7,34.8,56.5
040704,AREQUIPA,ISLAY,ISLAY,100.0,94.9,0,32,43,0.0,42.7,57.3,17,32,26,22.7,42.7,34.7
040705,AREQUIPA,ISLAY,MEJIA,100.0,100.0,0,5,14,0.0,26.3,73.7,0,7,12,0.0,36.8,63.2
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,100.0,96.0,0,33,64,0.0,34.0,66.0,11,31,55,11.3,32.0,56.7
040801,AREQUIPA,LA UNIÓN,COTAHUASI,100.0,98.2,0,29,25,0.0,53.7,46.3,5,25,24,9.3,46.3,44.4
040802,AREQUIPA,LA UNIÓN,ALCA,100.0,93.1,0,16,11,0.0,59.3,40.7,2,10,15,7.4,37.0,55.6
040803,AREQUIPA,LA UNIÓN,CHARCANA,100.0,92.3,0,5,7,0.0,41.7,58.3,0,11,1,0.0,91.7,8.3
040804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,100.0,96.7,6,15,8,20.7,51.7,27.6,13,9,7,44.8,31.0,24.1
040805,AREQUIPA,LA UNIÓN,PAMPAMARCA,100.0,90.0,6,17,3,23.1,65.4,11.5,15,8,3,57.7,30.8,11.5
040806,AREQUIPA,LA UNIÓN,PUYCA,100.0,88.2,1,18,10,3.4,62.1,34.5,9,12,8,31.0,41.4,27.6
040808,AREQUIPA,LA UNIÓN,SAYLA,100.0,100.0,3,4,0,42.9,57.1,0.0,7,0,0,100.0,0.0,0.0
040810,AREQUIPA,LA UNIÓN,TOMEPAMPA,100.0,100.0,0,3,8,0.0,27.3,72.7,1,6,4,9.1,54.5,36.4
050101,AYACUCHO,HUAMANGA,AYACUCHO,100.0,98.7,22,847,1991,0.8,29.6,69.6,307,864,1689,10.7,30.2,59.1
050102,AYACUCHO,HUAMANGA,ACOCRO,100.0,98.3,1,50,8,1.7,84.7,13.6,13,33,13,22.0,55.9,22.0
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,100.0,99.0,9,79,8,9.4,82.3,8.3,21,62,13,21.9,64.6,13.5
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,100.0,98.0,4,122,224,1.1,34.9,64.0,30,121,199,8.6,34.6,56.9
050105,AYACUCHO,HUAMANGA,CHIARA,100.0,97.4,7,55,14,9.2,72.4,18.4,19,41,16,25.0,53.9,21.1
050106,AYACUCHO,HUAMANGA,OCROS,100.0,101.5,6,45,18,8.7,65.2,26.1,29,14,26,42.0,20.3,37.7
050107,AYACUCHO,HUAMANGA,PACAYCASA,100.0,100.0,0,14,33,0.0,29.8,70.2,1,16,30,2.1,34.0,63.8
050108,AYACUCHO,HUAMANGA,QUINUA,100.0,100.0,0,21,41,0.0,33.9,66.1,7,13,42,11.3,21.0,67.7
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,100.0,100.0,1,17,4,4.5,77.3,18.2,6,9,7,27.3,40.9,31.8
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,100.0,99.4,0,204,483,0.0,29.7,70.3,48,200,439,7.0,29.1,63.9
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,100.0,100.0,0,5,4,0.0,55.6,44.4,1,5,3,11.1,55.6,33.3
050112,AYACUCHO,HUAMANGA,SOCOS,100.0,97.1,2,28,3,6.1,84.8,9.1,8,13,12,24.2,39.4,36.4
050113,AYACUCHO,HUAMANGA,TAMBILLO,100.0,97.4,3,34,1,7.9,89.5,2.6,12,21,5,31.6,55.3,13.2
050114,AYACUCHO,HUAMANGA,VINCHOS,100.0,97.3,1,74,32,0.9,69.2,29.9,9,61,37,8.4,57.0,34.6
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,100.0,98.7,3,99,126,1.3,43.4,55.3,44,75,109,19.3,32.9,47.8
050116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,100.0,111.8,0,5,14,0.0,26.3,73.7,2,5,12,10.5,26.3,63.2
050201,AYACUCHO,CANGALLO,CANGALLO,100.0,100.0,2,33,34,2.9,47.8,49.3,7,29,33,10.1,42.0,47.8
050202,AYACUCHO,CANGALLO,CHUSCHI,100.0,100.0,2,7,4,15.4,53.8,30.8,3,4,6,23.1,30.8,46.2
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,100.0,100.0,8,78,55,5.7,55.3,39.0,29,52,60,20.6,36.9,42.6
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,100.0,94.1,3,12,1,18.8,75.0,6.3,3,11,2,18.8,68.8,12.5
050205,AYACUCHO,CANGALLO,PARAS,100.0,100.0,9,33,5,19.1,70.2,10.6,23,22,2,48.9,46.8,4.3
050206,AYACUCHO,CANGALLO,TOTOS,100.0,100.0,9,27,10,19.6,58.7,21.7,20,13,13,43.5,28.3,28.3
050301,AYACUCHO,HUANCA SANCOS,SANCOS,100.0,100.0,0,10,49,0.0,16.9,83.1,1,18,40,1.7,30.5,67.8
050302,AYACUCHO,HUANCA SANCOS,CARAPO,100.0,100.0,3,25,12,7.5,62.5,30.0,16,15,9,40.0,37.5,22.5
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,100.0,100.0,3,22,0,12.0,88.0,0.0,16,8,1,64.0,32.0,4.0
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,100.0,97.1,2,17,13,6.3,53.1,40.6,9,9,14,28.1,28.1,43.8
050401,AYACUCHO,HUANTA,HUANTA,100.0,98.5,11,394,544,1.2,41.5,57.3,82,322,545,8.6,33.9,57.4
050402,AYACUCHO,HUANTA,AYAHUANCO,100.0,100.0,0,10,4,0.0,71.4,28.6,2,5,7,14.3,35.7,50.0
050403,AYACUCHO,HUANTA,HUAMANGUILLA,100.0,98.3,3,36,18,5.3,63.2,31.6,19,18,20,33.3,31.6,35.1
050404,AYACUCHO,HUANTA,IGUAIN,100.0,100.0,2,29,7,5.3,76.3,18.4,8,22,8,21.1,57.9,21.1
050405,AYACUCHO,HUANTA,LURICOCHA,100.0,96.3,11,76,16,10.7,73.8,15.5,36,48,19,35.0,46.6,18.4
050406,AYACUCHO,HUANTA,SANTILLANA,100.0,96.4,6,40,7,11.3,75.5,13.2,24,23,6,45.3,43.4,11.3
050407,AYACUCHO,HUANTA,SIVIA,100.0,99.2,6,72,42,5.0,60.0,35.0,19,68,33,15.8,56.7,27.5
050408,AYACUCHO,HUANTA,LLOCHEGUA,100.0,93.7,9,34,45,10.2,38.6,51.1,28,18,42,31.8,20.5,47.7
050409,AYACUCHO,HUANTA,CANAYRE,100.0,92.3,6,45,21,8.3,62.5,29.2,26,31,15,36.1,43.1,20.8
050410,AYACUCHO,HUANTA,UCHURACCAY,100.0,100.0,8,28,11,17.0,59.6,23.4,25,8,14,53.2,17.0,29.8
050411,AYACUCHO,HUANTA,PUCACOLPA,100.0,100.0,17,16,1,50.0,47.1,2.9,30,4,0,88.2,11.8,0.0
050412,AYACUCHO,HUANTA,CHACA,100.0,100.0,3,15,0,16.7,83.3,0.0,11,6,1,61.1,33.3,5.6
050501,AYACUCHO,LA MAR,SAN MIGUEL,100.0,100.0,0,27,111,0.0,19.6,80.4,3,26,109,2.2,18.8,79.0
050502,AYACUCHO,LA MAR,ANCO,100.0,100.9,8,71,32,7.2,64.0,28.8,36,34,41,32.4,30.6,36.9
050503,AYACUCHO,LA MAR,AYNA,100.0,96.5,3,74,116,1.6,38.3,60.1,39,69,85,20.2,35.8,44.0
050505,AYACUCHO,LA MAR,CHUNGUI,100.0,94.0,2,71,35,1.9,65.7,32.4,16,33,59,14.8,30.6,54.6
050506,AYACUCHO,LA MAR,LUIS CARRANZA,100.0,100.0,0,4,8,0.0,33.3,66.7,0,0,12,0.0,0.0,100.0
050507,AYACUCHO,LA MAR,SANTA ROSA,100.0,99.6,19,141,77,8.0,59.5,32.5,62,93,82,26.2,39.2,34.6
050508,AYACUCHO,LA MAR,TAMBO,100.0,99.2,12,149,89,4.8,59.6,35.6,54,101,95,21.6,40.4,38.0
050509,AYACUCHO,LA MAR,SAMUGARI,100.0,92.6,3,20,2,12.0,80.0,8.0,11,13,1,44.0,52.0,4.0
050510,AYACUCHO,LA MAR,ANCHIHUAY,100.0,98.7,10,39,24,13.7,53.4,32.9,23,15,35,31.5,20.5,47.9
050601,AYACUCHO,LUCANAS,PUQUIO,100.0,100.0,3,124,121,1.2,50.0,48.8,30,113,105,12.1,45.6,42.3
050602,AYACUCHO,LUCANAS,AUCARA,100.0,100.0,1,7,11,5.3,36.8,57.9,2,7,10,10.5,36.8,52.6
050603,AYACUCHO,LUCANAS,CABANA,100.0,95.2,1,7,12,5.0,35.0,60.0,3,6,11,15.0,30.0,55.0
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,100.0,100.0,0,4,12,0.0,25.0,75.0,0,4,12,0.0,25.0,75.0
050605,AYACUCHO,LUCANAS,CHAVIÑA,100.0,100.0,0,9,3,0.0,75.0,25.0,1,5,6,8.3,41.7,50.0
050606,AYACUCHO,LUCANAS,CHIPAO,100.0,97.8,2,30,12,4.5,68.2,27.3,13,18,13,29.5,40.9,29.5
050608,AYACUCHO,LUCANAS,LARAMATE,100.0,100.0,0,6,15,0.0,28.6,71.4,0,1,20,0.0,4.8,95.2
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,100.0,100.0,0,8,5,0.0,61.5,38.5,4,5,4,30.8,38.5,30.8
050610,AYACUCHO,LUCANAS,LLAUTA,100.0,100.0,0,2,2,0.0,50.0,50.0,0,1,3,0.0,25.0,75.0
050611,AYACUCHO,LUCANAS,LUCANAS,100.0,97.4,2,21,14,5.4,56.8,37.8,13,13,11,35.1,35.1,29.7
050612,AYACUCHO,LUCANAS,OCAÑA,100.0,93.8,0,8,7,0.0,53.3,46.7,5,4,6,33.3,26.7,40.0
050613,AYACUCHO,LUCANAS,OTOCA,100.0,100.0,0,2,9,0.0,18.2,81.8,0,3,8,0.0,27.3,72.7
050614,AYACUCHO,LUCANAS,SAISA,100.0,100.0,1,1,1,33.3,33.3,33.3,2,0,1,66.7,0.0,33.3
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,100.0,93.8,0,13,2,0.0,86.7,13.3,2,8,5,13.3,53.3,33.3
050616,AYACUCHO,LUCANAS,SAN JUAN,100.0,100.0,0,4,3,0.0,57.1,42.9,1,3,3,14.3,42.9,42.9
050617,AYACUCHO,LUCANAS,SAN PEDRO,100.0,100.0,5,22,4,16.1,71.0,12.9,8,18,5,25.8,58.1,16.1
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,100.0,100.0,1,12,6,5.3,63.2,31.6,7,9,3,36.8,47.4,15.8
050619,AYACUCHO,LUCANAS,SANCOS,100.0,98.4,11,46,66,8.9,37.4,53.7,26,45,52,21.1,36.6,42.3
050621,AYACUCHO,LUCANAS,SANTA LUCIA,100.0,95.2,1,7,12,5.0,35.0,60.0,2,14,4,10.0,70.0,20.0
050701,AYACUCHO,PARINACOCHAS,CORACORA,100.0,93.8,3,68,108,1.7,38.0,60.3,19,68,92,10.6,38.0,51.4
050702,AYACUCHO,PARINACOCHAS,CHUMPI,100.0,100.0,4,28,5,10.8,75.7,13.5,14,21,2,37.8,56.8,5.4
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,100.0,100.0,0,3,2,0.0,60.0,40.0,1,4,0,20.0,80.0,0.0
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,100.0,83.3,1,3,1,20.0,60.0,20.0,1,3,1,20.0,60.0,20.0
050705,AYACUCHO,PARINACOCHAS,PULLO,100.0,95.4,6,55,43,5.8,52.9,41.3,29,38,37,27.9,36.5,35.6
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,100.0,97.1,1,16,16,3.0,48.5,48.5,2,13,18,6.1,39.4,54.5
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,100.0,112.5,1,4,4,11.1,44.4,44.4,3,5,1,33.3,55.6,11.1
050801,AYACUCHO,PÁUCAR DEL SARA SARA,PAUSA,100.0,100.0,3,35,25,4.8,55.6,39.7,16,27,20,25.4,42.9,31.7
050803,AYACUCHO,PÁUCAR DEL SARA SARA,CORCULLA,100.0,100.0,0,1,7,0.0,12.5,87.5,1,5,2,12.5,62.5,25.0
050804,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,100.0,100.0,0,10,14,0.0,41.7,58.3,2,9,13,8.3,37.5,54.2
050805,AYACUCHO,PÁUCAR DEL SARA SARA,MARCABAMBA,100.0,100.0,0,3,3,0.0,50.0,50.0,0,2,4,0.0,33.3,66.7
050806,AYACUCHO,PÁUCAR DEL SARA SARA,OYOLO,100.0,97.1,5,14,15,14.7,41.2,44.1,11,13,10,32.4,38.2,29.4
050809,AYACUCHO,PÁUCAR DEL SARA SARA,SAN JOSE DE USHUA,100.0,100.0,0,5,2,0.0,71.4,28.6,4,2,1,57.1,28.6,14.3
050901,AYACUCHO,SUCRE,QUEROBAMBA,100.0,100.0,10,11,25,21.7,23.9,54.3,15,5,26,32.6,10.9,56.5
050904,AYACUCHO,SUCRE,CHILCAYOC,100.0,100.0,0,7,1,0.0,87.5,12.5,0,7,1,0.0,87.5,12.5
050906,AYACUCHO,SUCRE,MORCOLLA,100.0,100.0,4,8,2,28.6,57.1,14.3,8,4,2,57.1,28.6,14.3
050907,AYACUCHO,SUCRE,PAICO,100.0,100.0,0,7,0,0.0,100.0,0.0,4,2,1,57.1,28.6,14.3
051001,AYACUCHO,VÍCTOR FAJARDO,HUANCAPI,100.0,108.3,2,4,7,15.4,30.8,53.8,1,2,10,7.7,15.4,76.9
051005,AYACUCHO,VÍCTOR FAJARDO,CANARIA,100.0,100.0,1,27,5,3.0,81.8,15.2,6,19,8,18.2,57.6,24.2
051007,AYACUCHO,VÍCTOR FAJARDO,COLCA,100.0,100.0,3,9,6,16.7,50.0,33.3,6,3,9,33.3,16.7,50.0
051009,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,100.0,100.0,5,12,8,20.0,48.0,32.0,8,11,6,32.0,44.0,24.0
051010,AYACUCHO,VÍCTOR FAJARDO,HUAYA,100.0,100.0,1,31,10,2.4,73.8,23.8,12,21,9,28.6,50.0,21.4
051011,AYACUCHO,VÍCTOR FAJARDO,SARHUA,100.0,100.0,2,22,1,8.0,88.0,4.0,6,12,7,24.0,48.0,28.0
051012,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,100.0,107.1,1,13,1,6.7,86.7,6.7,5,8,2,33.3,53.3,13.3
051101,AYACUCHO,VILCASHUAMÁN,VILCAS HUAMAN,100.0,100.0,3,5,0,37.5,62.5,0.0,7,1,0,87.5,12.5,0.0
051103,AYACUCHO,VILCASHUAMÁN,CARHUANCA,100.0,100.0,1,5,7,7.7,38.5,53.8,2,5,6,15.4,38.5,46.2
051104,AYACUCHO,VILCASHUAMÁN,CONCEPCION,100.0,92.9,2,15,9,7.7,57.7,34.6,3,16,7,11.5,61.5,26.9
051105,AYACUCHO,VILCASHUAMÁN,HUAMBALPA,100.0,95.0,0,1,18,0.0,5.3,94.7,0,6,13,0.0,31.6,68.4
051107,AYACUCHO,VILCASHUAMÁN,SAURAMA,100.0,100.0,4,8,0,33.3,66.7,0.0,4,8,0,33.3,66.7,0.0
051108,AYACUCHO,VILCASHUAMÁN,VISCHONGO,100.0,93.6,1,25,18,2.3,56.8,40.9,9,11,24,20.5,25.0,54.5
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,100.0,97.1,123,2177,2757,2.4,43.0,54.5,1018,1948,2089,20.1,38.5,41.3
060102,CAJAMARCA,CAJAMARCA,ASUNCION,100.0,96.4,46,102,38,24.7,54.8,20.4,80,63,43,43.0,33.9,23.1
060103,CAJAMARCA,CAJAMARCA,CHETILLA,100.0,93.6,24,90,3,20.5,76.9,2.6,62,40,14,53.4,34.5,12.1
060104,CAJAMARCA,CAJAMARCA,COSPAN,100.0,93.2,36,117,25,20.2,65.7,14.0,83,70,25,46.6,39.3,14.0
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,100.0,94.7,54,339,57,12.0,75.3,12.7,173,198,80,38.4,43.9,17.7
060106,CAJAMARCA,CAJAMARCA,JESUS,100.0,95.0,67,240,91,16.8,60.3,22.9,183,123,92,46.0,30.9,23.1
060107,CAJAMARCA,CAJAMARCA,LLACANORA,100.0,95.0,12,52,31,12.6,54.7,32.6,38,32,25,40.0,33.7,26.3
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,100.0,94.5,67,481,221,8.7,62.5,28.7,270,283,216,35.1,36.8,28.1
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,100.0,96.8,13,100,68,7.2,55.2,37.6,49,68,64,27.1,37.6,35.4
060110,CAJAMARCA,CAJAMARCA,MATARA,100.0,98.6,3,43,22,4.4,63.2,32.4,18,28,22,26.5,41.2,32.4
060111,CAJAMARCA,CAJAMARCA,NAMORA,100.0,96.5,48,185,43,17.4,67.0,15.6,100,97,79,36.2,35.1,28.6
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,100.0,95.8,29,56,7,31.5,60.9,7.6,60,22,9,65.9,24.2,9.9
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,97.4,86.7,38,429,247,5.3,60.1,34.6,167,312,235,23.4,43.7,32.9
060202,CAJAMARCA,CAJABAMBA,CACHACHI,100.0,96.6,165,479,84,22.7,65.8,11.5,361,275,93,49.5,37.7,12.8
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,100.0,98.6,48,208,93,13.8,59.6,26.6,117,122,110,33.5,35.0,31.5
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,100.0,97.0,58,167,31,22.7,65.2,12.1,138,84,34,53.9,32.8,13.3
060301,CAJAMARCA,CELENDÍN,CELENDIN,100.0,98.4,34,282,244,6.1,50.4,43.6,114,196,249,20.4,35.1,44.5
060302,CAJAMARCA,CELENDÍN,CHUMUCH,100.0,93.3,24,40,6,34.3,57.1,8.6,53,12,5,75.7,17.1,7.1
060303,CAJAMARCA,CELENDÍN,CORTEGANA,100.0,95.9,32,119,36,17.1,63.6,19.3,77,64,46,41.2,34.2,24.6
060304,CAJAMARCA,CELENDÍN,HUASMIN,100.0,96.5,18,156,18,9.4,81.3,9.4,75,84,34,38.9,43.5,17.6
060306,CAJAMARCA,CELENDÍN,JOSE GALVEZ,100.0,93.6,1,25,18,2.3,56.8,40.9,2,22,20,4.5,50.0,45.5
060307,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,100.0,98.9,10,49,31,11.1,54.4,34.4,27,29,34,30.0,32.2,37.8
060308,CAJAMARCA,CELENDÍN,OXAMARCA,100.0,95.4,45,84,12,31.9,59.6,8.5,89,43,9,63.1,30.5,6.4
060309,CAJAMARCA,CELENDÍN,SOROCHUCO,100.0,95.0,20,169,38,8.8,74.4,16.7,75,101,51,33.0,44.5,22.5
060310,CAJAMARCA,CELENDÍN,SUCRE,100.0,93.5,8,54,24,9.3,62.8,27.9,22,38,26,25.6,44.2,30.2
060311,CAJAMARCA,CELENDÍN,UTCO,100.0,83.3,0,9,1,0.0,90.0,10.0,7,3,0,70.0,30.0,0.0
060312,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,100.0,94.0,14,121,23,8.9,76.6,14.6,47,81,30,29.7,51.3,19.0
060401,CAJAMARCA,CHOTA,CHOTA,97.8,89.8,24,498,351,2.7,57.0,40.2,166,355,351,19.0,40.7,40.3
060402,CAJAMARCA,CHOTA,ANGUIA,100.0,93.0,2,56,8,3.0,84.8,12.1,6,34,26,9.1,51.5,39.4
060403,CAJAMARCA,CHOTA,CHADIN,100.0,93.8,9,41,11,14.8,67.2,18.0,19,27,15,31.1,44.3,24.6
060404,CAJAMARCA,CHOTA,CHIGUIRIP,100.0,97.4,0,48,26,0.0,64.9,35.1,8,27,39,10.8,36.5,52.7
060405,CAJAMARCA,CHOTA,CHIMBAN,100.0,93.1,1,41,12,1.9,75.9,22.2,8,24,22,14.8,44.4,40.7
060406,CAJAMARCA,CHOTA,CHOROPAMPA,100.0,96.0,2,5,17,8.3,20.8,70.8,4,3,17,16.7,12.5,70.8
060407,CAJAMARCA,CHOTA,COCHABAMBA,100.0,95.6,13,64,30,12.1,59.8,28.0,29,38,41,26.9,35.2,38.0
060408,CAJAMARCA,CHOTA,CONCHAN,100.0,97.9,6,93,41,4.3,66.4,29.3,16,65,59,11.4,46.4,42.1
060409,CAJAMARCA,CHOTA,HUAMBOS,100.0,97.6,25,101,40,15.1,60.8,24.1,54,75,37,32.5,45.2,22.3
060410,CAJAMARCA,CHOTA,LAJAS,100.0,97.8,19,90,116,8.4,40.0,51.6,55,63,107,24.4,28.0,47.6
060411,CAJAMARCA,CHOTA,LLAMA,100.0,100.0,5,44,40,5.6,49.4,44.9,19,33,37,21.3,37.1,41.6
060412,CAJAMARCA,CHOTA,MIRACOSTA,100.0,97.3,7,17,12,19.4,47.2,33.3,17,7,12,47.2,19.4,33.3
060413,CAJAMARCA,CHOTA,PACCHA,100.0,94.4,5,67,45,4.3,57.3,38.5,23,43,51,19.7,36.8,43.6
060414,CAJAMARCA,CHOTA,PION,100.0,100.0,0,8,0,0.0,100.0,0.0,0,3,5,0.0,37.5,62.5
060415,CAJAMARCA,CHOTA,QUEROCOTO,100.0,97.9,22,134,35,11.5,70.2,18.3,62,83,46,32.5,43.5,24.1
060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,100.0,80.0,0,3,1,0.0,75.0,25.0,2,1,1,50.0,25.0,25.0
060417,CAJAMARCA,CHOTA,TACABAMBA,100.0,96.3,17,187,86,5.9,64.5,29.7,59,131,100,20.3,45.2,34.5
060418,CAJAMARCA,CHOTA,TOCMOCHE,100.0,90.0,2,7,0,22.2,77.8,0.0,7,2,0,77.8,22.2,0.0
060419,CAJAMARCA,CHOTA,CHALAMARCA,100.0,96.7,4,76,126,1.9,36.9,61.2,14,59,133,6.8,28.6,64.6
060501,CAJAMARCA,CONTUMAZÁ,CONTUMAZA,100.0,87.7,17,72,39,13.3,56.3,30.5,35,49,44,27.3,38.3,34.4
060502,CAJAMARCA,CONTUMAZÁ,CHILETE,100.0,96.2,0,23,28,0.0,45.1,54.9,4,19,28,7.8,37.3,54.9
060503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,100.0,100.0,1,3,1,20.0,60.0,20.0,1,2,2,20.0,40.0,40.0
060504,CAJAMARCA,CONTUMAZÁ,GUZMANGO,100.0,100.0,6,21,9,16.7,58.3,25.0,14,10,12,38.9,27.8,33.3
060505,CAJAMARCA,CONTUMAZÁ,SAN BENITO,100.0,97.1,3,46,18,4.5,68.7,26.9,12,31,24,17.9,46.3,35.8
060506,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLED,100.0,95.0,4,15,0,21.1,78.9,0.0,11,8,0,57.9,42.1,0.0
060507,CAJAMARCA,CONTUMAZÁ,TANTARICA,100.0,100.0,4,19,17,10.0,47.5,42.5,7,15,18,17.5,37.5,45.0
060508,CAJAMARCA,CONTUMAZÁ,YONAN,100.0,96.4,0,38,67,0.0,36.2,63.8,9,39,57,8.6,37.1,54.3
060601,CAJAMARCA,CUTERVO,CUTERVO,100.0,98.3,69,470,380,7.5,51.1,41.3,171,308,440,18.6,33.5,47.9
060602,CAJAMARCA,CUTERVO,CALLAYUC,100.0,96.6,13,116,41,7.6,68.2,24.1,49,66,55,28.8,38.8,32.4
060603,CAJAMARCA,CUTERVO,CHOROS,100.0,95.7,6,24,14,13.6,54.5,31.8,10,14,20,22.7,31.8,45.5
060604,CAJAMARCA,CUTERVO,CUJILLO,100.0,100.0,2,26,23,3.9,51.0,45.1,13,20,18,25.5,39.2,35.3
