"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de primaria",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Lectura,,,,,,Matemática,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,100.0,96.6,94,291,88,19.9,61.5,18.6,217,170,85,46.0,36.0,18.0
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,100.0,94.4,6,57,55,5.1,48.3,46.6,11,44,63,9.3,37.3,53.4
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,100.0,95.6,20,85,21,15.9,67.5,16.7,48,54,23,38.4,43.2,18.4
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,100.0,90.5,6,22,10,15.8,57.9,26.3,20,6,12,52.6,15.8,31.6
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,100.0,98.2,7,44,4,12.7,80.0,7.3,21,28,6,38.2,50.9,10.9
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,100.0,93.5,51,196,80,15.6,59.9,24.5,136,115,76,41.6,35.2,23.2
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,100.0,100.0,3,46,14,4.8,73.0,22.2,16,23,24,25.4,36.5,38.1
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,100.0,97.9,18,73,3,19.1,77.7,3.2,59,30,5,62.8,31.9,5.3
131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,100.0,96.8,6,96,137,2.5,40.2,57.3,33,95,111,13.8,39.7,46.4
131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,100.0,95.6,10,58,18,11.6,67.4,20.9,32,33,21,37.2,38.4,24.4
131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,100.0,100.0,0,10,10,0.0,50.0,50.0,1,7,12,5.0,35.0,60.0
131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,100.0,97.2,32,140,35,15.5,67.6,16.9,87,77,43,42.0,37.2,20.8
131201,LA LIBERTAD,VIRÚ,VIRU,100.0,96.7,53,722,591,3.9,52.9,43.3,334,558,472,24.5,40.9,34.6
131202,LA LIBERTAD,VIRÚ,CHAO,100.0,92.4,59,437,289,7.5,55.7,36.8,262,284,239,33.4,36.2,30.4
131203,LA LIBERTAD,VIRÚ,GUADALUPITO,100.0,92.7,16,62,23,15.8,61.4,22.8,47,38,16,46.5,37.6,15.8
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,100.0,96.2,98,1841,3085,2.0,36.6,61.4,1000,1853,2171,19.9,36.9,43.2
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,100.0,95.5,28,183,87,9.4,61.4,29.2,116,128,54,38.9,43.0,18.1
140103,LAMBAYEQUE,CHICLAYO,ETEN,100.0,95.9,6,102,99,2.9,49.3,47.8,43,69,95,20.8,33.3,45.9
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,100.0,90.9,0,0,10,0.0,0.0,100.0,0,1,9,0.0,10.0,90.0
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,100.0,95.7,82,1493,1407,2.7,50.1,47.2,893,1191,898,29.9,39.9,30.1
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,100.0,94.2,33,562,529,2.9,50.0,47.1,384,431,309,34.2,38.3,27.5
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,100.0,95.2,14,104,41,8.8,65.4,25.8,61,78,20,38.4,49.1,12.6
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,100.0,95.4,33,392,233,5.0,59.6,35.4,231,219,208,35.1,33.3,31.6
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,100.0,93.3,5,30,7,11.9,71.4,16.7,28,10,4,66.7,23.8,9.5
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,100.0,94.9,6,63,25,6.4,67.0,26.6,31,49,14,33.0,52.1,14.9
140111,LAMBAYEQUE,CHICLAYO,PICSI,100.0,97.6,5,67,52,4.0,54.0,41.9,45,48,31,36.3,38.7,25.0
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,100.0,95.5,21,270,438,2.9,37.0,60.1,160,243,326,21.9,33.3,44.7
140113,LAMBAYEQUE,CHICLAYO,REQUE,100.0,97.6,1,112,169,0.4,39.7,59.9,39,124,119,13.8,44.0,42.2
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,100.0,94.3,9,113,88,4.3,53.8,41.9,51,95,65,24.2,45.0,30.8
140115,LAMBAYEQUE,CHICLAYO,SAÑA,100.0,96.5,7,109,78,3.6,56.2,40.2,50,69,75,25.8,35.6,38.7
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,100.0,94.2,23,159,47,10.0,69.4,20.5,103,92,34,45.0,40.2,14.8
140117,LAMBAYEQUE,CHICLAYO,PATAPO,100.0,95.0,20,201,116,5.9,59.6,34.4,122,119,96,36.2,35.3,28.5
140118,LAMBAYEQUE,CHICLAYO,POMALCA,100.0,95.7,16,223,163,4.0,55.5,40.5,124,173,105,30.8,43.0,26.1
140119,LAMBAYEQUE,CHICLAYO,PUCALA,100.0,96.0,5,66,72,3.5,46.2,50.3,43,54,47,29.9,37.5,32.6
140120,LAMBAYEQUE,CHICLAYO,TUMAN,100.0,91.2,24,215,125,6.6,59.1,34.3,156,142,66,42.9,39.0,18.1
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,100.0,96.3,45,454,434,4.8,48.7,46.5,252,374,307,27.0,40.1,32.9
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,100.0,84.8,31,36,0,46.3,53.7,0.0,44,18,5,65.7,26.9,7.5
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,100.0,100.0,9,24,2,25.7,68.6,5.7,29,5,1,82.9,14.3,2.9
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,100.0,95.8,4,36,6,8.7,78.3,13.0,15,24,7,32.6,52.2,15.2
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,100.0,96.2,38,211,159,9.3,51.7,39.0,109,153,146,26.7,37.5,35.8
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,100.0,95.9,10,49,34,10.8,52.7,36.6,36,23,34,38.7,24.7,36.6
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100.0,95.4,41,603,766,2.9,42.8,54.3,277,575,556,19.7,40.8,39.5
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,100.0,95.8,2,21,0,8.7,91.3,0.0,8,13,2,34.8,56.5,8.7
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,100.0,96.6,9,104,117,3.9,45.2,50.9,50,66,114,21.7,28.7,49.6
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,100.0,95.3,31,282,115,7.2,65.9,26.9,130,193,105,30.4,45.1,24.5
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,100.0,96.0,12,231,188,2.8,53.6,43.6,107,135,189,24.8,31.3,43.9
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,100.0,97.3,116,990,257,8.5,72.6,18.9,518,545,300,38.0,40.0,22.0
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,96.0,90.8,29,356,258,4.5,55.4,40.1,158,278,206,24.6,43.3,32.1
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,100.0,94.2,102,553,234,11.5,62.2,26.3,338,335,216,38.0,37.7,24.3
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,100.0,97.3,4,84,55,2.8,58.7,38.5,33,73,37,23.1,51.0,25.9
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,100.0,90.4,36,133,103,13.2,48.9,37.9,91,78,102,33.6,28.8,37.6
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,100.0,95.1,12,232,201,2.7,52.1,45.2,105,199,141,23.6,44.7,31.7
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,100.0,96.7,34,268,194,6.9,54.0,39.1,154,172,169,31.1,34.7,34.1
150101,LIMA METROPOLITANA,LIMA,LIMA,100.0,94.7,111,1773,2483,2.5,40.6,56.9,1016,1781,1568,23.3,40.8,35.9
150102,LIMA METROPOLITANA,LIMA,ANCON,100.0,95.1,56,468,491,5.5,46.1,48.4,325,376,314,32.0,37.0,30.9
150103,LIMA METROPOLITANA,LIMA,ATE,100.0,94.8,210,4998,5908,1.9,45.0,53.1,2869,4400,3840,25.8,39.6,34.6
150104,LIMA METROPOLITANA,LIMA,BARRANCO,100.0,94.7,15,354,647,1.5,34.8,63.7,221,416,377,21.8,41.0,37.2
150105,LIMA METROPOLITANA,LIMA,BREÑA,100.0,98.0,25,602,923,1.6,38.8,59.5,414,622,513,26.7,40.2,33.1
150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,100.0,95.4,156,2293,2668,3.0,44.8,52.1,1495,1933,1687,29.2,37.8,33.0
150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,100.0,95.2,25,323,466,3.1,39.7,57.2,196,325,293,24.1,39.9,36.0
150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,100.0,94.7,110,2093,3529,1.9,36.5,61.6,1325,2050,2352,23.1,35.8,41.1
150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,100.0,94.3,4,177,261,0.9,40.0,59.0,105,167,170,23.8,37.8,38.5
150110,LIMA METROPOLITANA,LIMA,COMAS,100.0,94.2,259,3354,4309,3.3,42.3,54.4,2115,3111,2686,26.7,39.3,33.9
150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,100.0,92.5,67,1215,1489,2.4,43.8,53.7,666,1039,1063,24.1,37.5,38.4
150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,100.0,93.7,99,1368,1296,3.6,49.5,46.9,828,1115,820,30.0,40.4,29.7
150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,100.0,98.9,10,250,613,1.1,28.6,70.2,162,360,349,18.6,41.3,40.1
150114,LIMA METROPOLITANA,LIMA,LA MOLINA,100.0,95.7,28,630,1921,1.1,24.4,74.5,322,968,1289,12.5,37.5,50.0
150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,100.0,94.6,92,1191,1423,3.4,44.0,52.6,670,1101,931,24.8,40.7,34.5
150116,LIMA METROPOLITANA,LIMA,LINCE,100.0,96.6,19,243,425,2.8,35.4,61.9,151,258,278,22.0,37.6,40.5
150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,100.0,95.3,188,2449,3574,3.0,39.4,57.5,1699,2353,2159,27.4,37.9,34.8
150118,LIMA METROPOLITANA,LIMA,LURIGANCHO,100.0,94.8,73,1487,2175,2.0,39.8,58.2,822,1452,1457,22.0,38.9,39.1
150119,LIMA METROPOLITANA,LIMA,LURIN,100.0,95.4,43,698,875,2.7,43.2,54.1,403,593,616,25.0,36.8,38.2
150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,100.0,96.4,16,234,476,2.2,32.2,65.6,162,318,245,22.3,43.9,33.8
150121,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,100.0,97.6,16,312,769,1.5,28.4,70.1,182,431,484,16.6,39.3,44.1
150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,100.0,97.0,7,375,1294,0.4,22.4,77.2,200,634,842,11.9,37.8,50.2
150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,100.0,96.9,59,1066,1210,2.5,45.7,51.8,565,923,847,24.2,39.5,36.3
150124,LIMA METROPOLITANA,LIMA,PUCUSANA,100.0,95.0,13,146,89,5.2,58.9,35.9,97,82,69,39.1,33.1,27.8
150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,100.0,94.7,171,2581,3046,2.9,44.5,52.5,1640,2177,1976,28.3,37.6,34.1
150126,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,100.0,98.4,3,41,17,4.9,67.2,27.9,19,31,11,31.1,50.8,18.0
150127,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,100.0,92.3,1,62,68,0.8,47.3,51.9,43,47,42,32.6,35.6,31.8
150128,LIMA METROPOLITANA,LIMA,RIMAC,98.6,94.8,64,1187,1361,2.5,45.4,52.1,706,1053,851,27.0,40.3,32.6
150129,LIMA METROPOLITANA,LIMA,SAN BARTOLO,100.0,95.5,8,75,43,6.3,59.5,34.1,44,47,34,35.2,37.6,27.2
150130,LIMA METROPOLITANA,LIMA,SAN BORJA,100.0,95.4,11,264,827,1.0,24.0,75.0,142,398,562,12.9,36.1,51.0
150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,100.0,97.2,9,218,807,0.9,21.1,78.0,128,417,488,12.4,40.4,47.2
150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,100.0,95.2,485,7728,10102,2.6,42.2,55.2,4833,6751,6719,26.4,36.9,36.7
150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,98.9,94.1,199,2824,3241,3.2,45.1,51.7,1816,2451,1998,29.0,39.1,31.9
150134,LIMA METROPOLITANA,LIMA,SAN LUIS,100.0,92.8,26,409,632,2.4,38.3,59.2,219,354,493,20.5,33.2,46.2
150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,100.0,92.3,291,4334,4761,3.1,46.2,50.7,3235,3550,2590,34.5,37.9,27.6
150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,100.0,96.3,40,591,1254,2.1,31.4,66.5,440,696,746,23.4,37.0,39.6
150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,100.0,93.6,58,1533,2104,1.6,41.5,56.9,811,1570,1315,21.9,42.5,35.6
150138,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,100.0,100.0,0,0,5,0.0,0.0,100.0,0,3,2,0.0,60.0,40.0
150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,100.0,82.5,21,150,121,7.2,51.4,41.4,111,122,59,38.0,41.8,20.2
150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,100.0,96.3,58,977,2973,1.4,24.4,74.2,598,1336,2066,15.0,33.4,51.7
150141,LIMA METROPOLITANA,LIMA,SURQUILLO,100.0,93.4,8,244,531,1.0,31.2,67.8,134,295,353,17.1,37.7,45.1
150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,100.0,93.5,249,3135,3584,3.6,45.0,51.4,2059,2546,2358,29.6,36.6,33.9
150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,100.0,93.1,254,3623,3539,3.4,48.9,47.7,2285,2885,2239,30.8,38.9,30.2
150201,LIMA,BARRANCA,BARRANCA,100.0,97.3,22,432,913,1.6,31.6,66.8,184,461,721,13.5,33.7,52.8
150202,LIMA,BARRANCA,PARAMONGA,100.0,97.8,11,130,175,3.5,41.1,55.4,69,126,121,21.8,39.9,38.3
150203,LIMA,BARRANCA,PATIVILCA,100.0,97.1,7,102,162,2.6,37.6,59.8,45,114,112,16.6,42.1,41.3
150204,LIMA,BARRANCA,SUPE,100.0,94.6,9,154,259,2.1,36.5,61.4,55,163,204,13.0,38.6,48.3
150205,LIMA,BARRANCA,SUPE PUERTO,100.0,97.0,0,39,90,0.0,30.2,69.8,15,51,63,11.6,39.5,48.8
150301,LIMA,CAJATAMBO,CAJATAMBO,100.0,97.6,1,20,20,2.4,48.8,48.8,4,12,25,9.8,29.3,61.0
150302,LIMA,CAJATAMBO,COPA,100.0,100.0,0,5,2,0.0,71.4,28.6,3,3,1,42.9,42.9,14.3
150303,LIMA,CAJATAMBO,GORGOR,100.0,100.0,0,11,13,0.0,45.8,54.2,4,7,13,16.7,29.2,54.2
150304,LIMA,CAJATAMBO,HUANCAPON,100.0,91.7,0,8,3,0.0,72.7,27.3,0,6,5,0.0,54.5,45.5
150305,LIMA,CAJATAMBO,MANAS,100.0,100.0,0,5,11,0.0,31.3,68.8,1,4,11,6.3,25.0,68.8
150401,LIMA,CANTA,CANTA,100.0,84.4,0,11,16,0.0,40.7,59.3,2,9,16,7.4,33.3,59.3
150402,LIMA,CANTA,ARAHUAY,100.0,100.0,0,4,3,0.0,57.1,42.9,1,4,2,14.3,57.1,28.6
150403,LIMA,CANTA,HUAMANTANGA,100.0,100.0,0,4,2,0.0,66.7,33.3,2,4,0,33.3,66.7,0.0
150404,LIMA,CANTA,HUAROS,100.0,83.3,0,6,4,0.0,60.0,40.0,2,7,1,20.0,70.0,10.0
150405,LIMA,CANTA,LACHAQUI,100.0,81.8,0,7,2,0.0,77.8,22.2,0,5,4,0.0,55.6,44.4
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,100.0,93.4,4,41,83,3.1,32.0,64.8,14,41,73,10.9,32.0,57.0
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,100.0,95.4,35,526,673,2.8,42.6,54.5,279,495,460,22.6,40.1,37.3
150502,LIMA,CAÑETE,ASIA,100.0,93.6,6,71,53,4.6,54.6,40.8,37,53,40,28.5,40.8,30.8
150503,LIMA,CAÑETE,CALANGO,100.0,100.0,1,6,3,10.0,60.0,30.0,4,4,2,40.0,40.0,20.0
150504,LIMA,CAÑETE,CERRO AZUL,100.0,95.9,3,72,67,2.1,50.7,47.2,35,63,43,24.8,44.7,30.5
150505,LIMA,CAÑETE,CHILCA,100.0,94.3,13,200,214,3.0,46.8,50.1,87,207,130,20.5,48.8,30.7
150506,LIMA,CAÑETE,COAYLLO,100.0,100.0,0,8,3,0.0,72.7,27.3,0,0,11,0.0,0.0,100.0
150507,LIMA,CAÑETE,IMPERIAL,100.0,94.7,32,370,459,3.7,43.0,53.3,188,341,332,21.8,39.6,38.6
150508,LIMA,CAÑETE,LUNAHUANA,100.0,95.4,0,28,34,0.0,45.2,54.8,4,19,39,6.5,30.6,62.9
150509,LIMA,CAÑETE,MALA,100.0,95.7,22,306,381,3.1,43.2,53.7,190,287,233,26.8,40.4,32.8
150510,LIMA,CAÑETE,NUEVO IMPERIAL,100.0,95.7,6,185,277,1.3,39.5,59.2,67,193,208,14.3,41.2,44.4
150511,LIMA,CAÑETE,PACARAN,100.0,90.0,0,16,11,0.0,59.3,40.7,0,19,8,0.0,70.4,29.6
150512,LIMA,CAÑETE,QUILMANA,100.0,96.5,13,151,140,4.3,49.7,46.1,80,126,98,26.3,41.4,32.2
150513,LIMA,CAÑETE,SAN ANTONIO,100.0,95.1,0,26,51,0.0,33.8,66.2,7,36,34,9.1,46.8,44.2
150514,LIMA,CAÑETE,SAN LUIS,100.0,92.1,10,119,91,4.5,54.1,41.4,50,105,64,22.8,47.9,29.2
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,100.0,92.3,0,17,7,0.0,70.8,29.2,10,11,3,41.7,45.8,12.5
150516,LIMA,CAÑETE,ZUÑIGA,100.0,100.0,0,12,6,0.0,66.7,33.3,5,9,4,27.8,50.0,22.2
150601,LIMA,HUARAL,HUARAL,98.3,91.7,38,674,1114,2.1,36.9,61.0,336,699,790,18.4,38.3,43.3
150602,LIMA,HUARAL,ATAVILLOS ALTO,100.0,100.0,1,3,1,20.0,60.0,20.0,1,4,0,20.0,80.0,0.0
150603,LIMA,HUARAL,ATAVILLOS BAJO,100.0,100.0,1,8,3,8.3,66.7,25.0,7,3,2,58.3,25.0,16.7
150604,LIMA,HUARAL,AUCALLAMA,100.0,97.0,4,122,162,1.4,42.4,56.3,47,106,135,16.3,36.8,46.9
150605,LIMA,HUARAL,CHANCAY,96.6,91.5,7,337,683,0.7,32.8,66.5,128,357,542,12.5,34.8,52.8
150606,LIMA,HUARAL,IHUARI,100.0,89.3,6,15,4,24.0,60.0,16.0,17,6,2,68.0,24.0,8.0
150608,LIMA,HUARAL,PACARAOS,100.0,100.0,2,3,1,33.3,50.0,16.7,4,1,1,66.7,16.7,16.7
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,100.0,100.0,1,3,2,16.7,50.0,33.3,2,1,3,33.3,16.7,50.0
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,100.0,100.0,0,7,0,0.0,100.0,0.0,7,0,0,100.0,0.0,0.0
150701,LIMA,HUAROCHIRÍ,MATUCANA,100.0,98.6,5,31,37,6.8,42.5,50.7,14,31,28,19.2,42.5,38.4
150702,LIMA,HUAROCHIRÍ,ANTIOQUIA,100.0,92.3,0,14,10,0.0,58.3,41.7,4,13,7,16.7,54.2,29.2
150703,LIMA,HUAROCHIRÍ,CALLAHUANCA,100.0,85.7,0,1,5,0.0,16.7,83.3,0,2,4,0.0,33.3,66.7
150705,LIMA,HUAROCHIRÍ,CHICLA,100.0,98.9,2,41,48,2.2,45.1,52.7,11,41,39,12.1,45.1,42.9
150706,LIMA,HUAROCHIRÍ,CUENCA,100.0,100.0,1,4,0,20.0,80.0,0.0,2,3,0,40.0,60.0,0.0
150708,LIMA,HUAROCHIRÍ,HUANZA,100.0,100.0,3,5,0,37.5,62.5,0.0,6,2,0,75.0,25.0,0.0
150709,LIMA,HUAROCHIRÍ,HUAROCHIRI,100.0,105.6,7,11,1,36.8,57.9,5.3,10,8,1,52.6,42.1,5.3
150710,LIMA,HUAROCHIRÍ,LAHUAYTAMBO,100.0,100.0,0,4,2,0.0,66.7,33.3,1,4,1,16.7,66.7,16.7
150711,LIMA,HUAROCHIRÍ,LANGA,100.0,100.0,1,5,1,14.3,71.4,14.3,1,5,1,14.3,71.4,14.3
150713,LIMA,HUAROCHIRÍ,MARIATANA,100.0,93.9,4,21,6,12.9,67.7,19.4,16,10,5,51.6,32.3,16.1
150714,LIMA,HUAROCHIRÍ,RICARDO PALMA,100.0,100.0,10,57,68,7.4,42.2,50.4,37,54,44,27.4,40.0,32.6
150715,LIMA,HUAROCHIRÍ,SAN ANDRES DE TUPICOCHA,100.0,95.2,6,13,1,30.0,65.0,5.0,10,10,0,50.0,50.0,0.0
150716,LIMA,HUAROCHIRÍ,SAN ANTONIO,100.0,93.1,27,550,508,2.5,50.7,46.8,328,393,364,30.2,36.2,33.5
150717,LIMA,HUAROCHIRÍ,SAN BARTOLOME,100.0,100.0,1,2,3,16.7,33.3,50.0,2,1,3,33.3,16.7,50.0
150718,LIMA,HUAROCHIRÍ,SAN DAMIAN,100.0,97.4,3,3,31,8.1,8.1,83.8,5,3,29,13.5,8.1,78.4
150720,LIMA,HUAROCHIRÍ,SAN JUAN DE TANTARANCHE,100.0,150.0,2,2,2,33.3,33.3,33.3,5,1,0,83.3,16.7,0.0
150721,LIMA,HUAROCHIRÍ,SAN LORENZO DE QUINTI,100.0,100.0,0,8,9,0.0,47.1,52.9,2,6,9,11.8,35.3,52.9
150722,LIMA,HUAROCHIRÍ,SAN MATEO,100.0,98.8,2,35,44,2.5,43.2,54.3,18,26,37,22.2,32.1,45.7
150723,LIMA,HUAROCHIRÍ,SAN MATEO DE OTAO,100.0,100.0,4,7,4,26.7,46.7,26.7,9,3,3,60.0,20.0,20.0
150724,LIMA,HUAROCHIRÍ,SAN PEDRO DE CASTA,100.0,90.9,0,6,3,0.0,66.7,33.3,1,6,2,11.1,66.7,22.2
150727,LIMA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,100.0,95.7,0,33,11,0.0,75.0,25.0,15,23,6,34.1,52.3,13.6
150728,LIMA,HUAROCHIRÍ,SANTA EULALIA,100.0,97.8,1,87,89,0.6,49.2,50.3,48,84,45,27.1,47.5,25.4
150729,LIMA,HUAROCHIRÍ,SANTIAGO DE ANCHUCAYA,100.0,100.0,4,4,1,44.4,44.4,11.1,9,0,0,100.0,0.0,0.0
150730,LIMA,HUAROCHIRÍ,SANTIAGO DE TUNA,100.0,100.0,0,4,1,0.0,80.0,20.0,3,2,0,60.0,40.0,0.0
150731,LIMA,HUAROCHIRÍ,SANTO DOMINGO DE LOS OLLEROS,100.0,95.4,10,52,20,12.2,63.4,24.4,46,30,6,56.1,36.6,7.3
150732,LIMA,HUAROCHIRÍ,SURCO,100.0,100.0,0,11,3,0.0,78.6,21.4,11,3,0,78.6,21.4,0.0
150801,LIMA,HUAURA,HUACHO,100.0,97.8,21,457,800,1.6,35.8,62.6,315,508,455,24.6,39.7,35.6
150802,LIMA,HUAURA,AMBAR,100.0,96.9,1,13,17,3.2,41.9,54.8,4,12,15,12.9,38.7,48.4
150803,LIMA,HUAURA,CALETA DE CARQUIN,100.0,95.1,0,55,42,0.0,56.7,43.3,28,44,25,28.9,45.4,25.8
150805,LIMA,HUAURA,HUALMAY,100.0,95.9,8,133,162,2.6,43.9,53.5,67,152,84,22.1,50.2,27.7
150806,LIMA,HUAURA,HUAURA,100.0,96.0,11,275,269,2.0,49.5,48.5,123,232,200,22.2,41.8,36.0
150807,LIMA,HUAURA,LEONCIO PRADO,100.0,93.1,2,21,4,7.4,77.8,14.8,13,9,5,48.1,33.3,18.5
150808,LIMA,HUAURA,PACCHO,100.0,100.0,0,11,1,0.0,91.7,8.3,5,6,1,41.7,50.0,8.3
150809,LIMA,HUAURA,SANTA LEONOR,100.0,95.5,0,12,9,0.0,57.1,42.9,4,7,10,19.0,33.3,47.6
150810,LIMA,HUAURA,SANTA MARIA,100.0,95.0,14,286,302,2.3,47.5,50.2,119,249,234,19.8,41.4,38.9
150811,LIMA,HUAURA,SAYAN,100.0,95.9,24,250,196,5.1,53.2,41.7,120,203,146,25.6,43.3,31.1
150812,LIMA,HUAURA,VEGUETA,100.0,95.5,8,237,225,1.7,50.4,47.9,107,210,153,22.8,44.7,32.6
150901,LIMA,OYÓN,OYON,100.0,99.0,7,124,162,2.4,42.3,55.3,36,100,157,12.3,34.1,53.6
150903,LIMA,OYÓN,CAUJUL,100.0,100.0,0,4,1,0.0,80.0,20.0,3,2,0,60.0,40.0,0.0
150904,LIMA,OYÓN,COCHAMARCA,100.0,100.0,2,18,1,9.5,85.7,4.8,14,7,0,66.7,33.3,0.0
150905,LIMA,OYÓN,NAVAN,100.0,105.9,3,10,5,16.7,55.6,27.8,8,3,7,44.4,16.7,38.9
150906,LIMA,OYÓN,PACHANGARA,100.0,98.8,2,49,31,2.4,59.8,37.8,18,36,28,22.0,43.9,34.1
151001,LIMA,YAUYOS,YAUYOS,100.0,100.0,0,4,11,0.0,26.7,73.3,0,5,10,0.0,33.3,66.7
151002,LIMA,YAUYOS,ALIS,100.0,100.0,0,0,5,0.0,0.0,100.0,0,0,5,0.0,0.0,100.0
151003,LIMA,YAUYOS,ALLAUCA,100.0,100.0,0,10,3,0.0,76.9,23.1,0,7,6,0.0,53.8,46.2
151004,LIMA,YAUYOS,AYAVIRI,100.0,100.0,0,3,4,0.0,42.9,57.1,1,3,3,14.3,42.9,42.9
151006,LIMA,YAUYOS,CACRA,100.0,100.0,0,1,8,0.0,11.1,88.9,0,1,8,0.0,11.1,88.9
151007,LIMA,YAUYOS,CARANIA,100.0,100.0,0,2,4,0.0,33.3,66.7,1,4,1,16.7,66.7,16.7
151008,LIMA,YAUYOS,CATAHUASI,100.0,100.0,0,9,12,0.0,42.9,57.1,4,5,12,19.0,23.8,57.1
151009,LIMA,YAUYOS,CHOCOS,100.0,110.0,3,6,2,27.3,54.5,18.2,4,5,2,36.4,45.5,18.2
151011,LIMA,YAUYOS,COLONIA,100.0,100.0,0,1,7,0.0,12.5,87.5,0,0,8,0.0,0.0,100.0
