"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de secundaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,,HGE,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
110210,Ica,Chincha,Sunampe,100.0,100.0,22,53,47,32,14.3,34.4,30.5,20.7,31,57,38,28,20.1,37.1,24.7,18.1,24,47,53,31,15.2,30.4,34.4,20.0
110211,Ica,Chincha,Tambo de Mora,100.0,100.0,6,12,8,1,22.2,44.4,29.6,3.7,9,13,3,2,33.3,48.1,11.1,7.4,8,5,12,2,29.6,18.5,44.4,7.4
110301,Ica,Nazca,Nazca,100.0,97.3,55,243,209,125,8.7,38.5,33.1,19.8,109,245,155,122,17.2,38.8,24.6,19.4,111,195,231,95,17.6,30.9,36.6,15.0
110302,Ica,Nazca,Changuillo,100.0,100.0,4,11,2,1,22.2,58.3,12.5,6.9,12,6,1,0,63.9,30.6,5.6,.0,3,6,9,0,16.7,34.7,48.6,.0
110303,Ica,Nazca,El Ingenio,100.0,96.5,4,23,20,10,7.4,40.7,35.2,16.7,0,27,17,13,.0,48.1,29.6,22.2,9,22,22,5,15.1,37.7,37.7,9.4
110304,Ica,Nazca,Marcona,100.0,98.4,17,80,77,75,6.9,32.0,31.1,30.0,48,83,55,63,19.4,33.4,21.9,25.3,33,57,110,49,13.4,22.8,44.1,19.7
110305,Ica,Nazca,Vista Alegre,100.0,95.5,22,89,37,9,14.2,56.5,23.4,5.9,37,65,38,17,23.8,41.4,24.2,10.6,35,59,48,15,22.1,37.8,30.5,9.5
110401,Ica,Palpa,Palpa,100.0,98.8,27,80,53,10,15.6,47.3,31.1,6.0,45,78,25,21,26.3,46.2,15.0,12.6,35,56,60,19,20.7,32.9,35.4,11.0
110402,Ica,Palpa,Llipata,100.0,100.0,2,6,1,1,22.2,55.6,11.1,11.1,6,3,0,1,55.6,33.3,.0,11.1,4,3,1,1,44.4,33.3,11.1,11.1
110403,Ica,Palpa,Rio Grande,100.0,100.0,8,14,3,1,31.6,52.1,12.2,4.1,11,13,0,2,43.6,48.3,.0,8.1,7,9,8,1,27.6,36.3,32.1,4.1
110404,Ica,Palpa,Santa Cruz,100.0,100.0,1,6,5,5,5.9,35.3,29.4,29.4,1,5,5,6,5.9,29.4,29.4,35.3,1,2,9,5,5.9,11.8,52.9,29.4
110405,Ica,Palpa,Tibillo,100.0,100.0,0,4,1,0,.0,80.0,20.0,.0,1,4,0,0,20.0,80.0,.0,.0,0,1,4,0,.0,20.0,80.0,.0
110501,Ica,Pisco,Pisco,100.0,96.1,125,398,368,192,11.6,36.8,33.9,17.7,223,448,228,182,20.6,41.4,21.1,16.8,182,278,464,159,16.8,25.6,42.9,14.7
110502,Ica,Pisco,Huancano,100.0,94.1,3,11,17,3,9.4,31.3,50.0,9.4,7,11,7,9,21.9,31.2,21.9,25.0,3,8,21,2,9.4,22.5,61.5,6.7
110503,Ica,Pisco,Humay,100.0,98.9,17,43,25,8,18.3,46.2,26.9,8.6,21,42,19,11,22.6,45.1,20.4,11.9,21,23,38,12,21.9,24.2,40.7,13.2
110504,Ica,Pisco,Independencia,100.0,97.6,29,106,50,25,14.0,50.2,24.0,11.7,69,93,32,16,32.7,44.3,15.2,7.8,39,66,81,25,18.4,31.5,38.3,11.8
110505,Ica,Pisco,Paracas,100.0,99.1,21,43,34,11,19.3,39.4,31.0,10.2,32,49,18,9,29.4,45.4,16.7,8.5,20,35,46,8,18.6,31.8,42.1,7.6
110506,Ica,Pisco,San Andres,100.0,98.4,18,71,65,31,9.9,38.4,34.8,16.8,35,76,46,29,18.8,40.8,24.6,15.8,26,59,73,28,14.1,31.5,39.2,15.2
110507,Ica,Pisco,San Clemente,100.0,97.5,62,165,104,28,17.2,46.1,28.9,7.7,116,159,50,33,32.4,44.3,14.0,9.3,86,121,126,25,23.9,33.7,35.3,7.1
110508,Ica,Pisco,Tupac Amaru Inca,100.0,98.6,46,125,83,29,16.2,44.1,29.3,10.3,74,137,51,22,25.9,48.4,17.9,7.8,50,87,104,44,17.5,30.5,36.5,15.5
120101,Junin,Huancayo,Huancayo,100.0,96.0,347,1443,1465,947,8.3,34.4,34.9,22.5,632,1644,1005,921,15.0,39.1,23.9,21.9,486,951,1736,1029,11.6,22.6,41.3,24.5
120105,Junin,Huancayo,Chacapampa,100.0,100.0,2,9,3,1,13.3,60.0,20.0,6.7,2,11,2,0,13.3,73.3,13.3,.0,4,4,4,3,26.7,26.7,26.7,20.0
120106,Junin,Huancayo,Chicche,100.0,92.3,4,7,2,0,33.3,50.0,16.7,.0,5,8,0,0,41.7,58.3,.0,.0,3,3,5,1,25.0,25.0,41.7,8.3
120107,Junin,Huancayo,Chilca,100.0,94.1,144,381,214,71,17.8,47.0,26.4,8.8,249,326,153,83,30.7,40.2,18.9,10.3,175,250,291,95,21.6,30.8,35.9,11.8
120108,Junin,Huancayo,Chongos Alto,100.0,100.0,5,10,8,5,17.9,35.7,28.6,17.9,6,9,9,4,21.4,32.1,32.1,14.3,1,8,13,6,3.6,28.6,46.4,21.4
120111,Junin,Huancayo,Chupuro,100.0,91.7,10,9,3,2,40.9,36.4,13.6,9.1,11,7,3,3,45.5,27.3,13.6,13.6,8,10,5,1,31.8,40.9,22.7,4.5
120112,Junin,Huancayo,Colca,100.0,100.0,2,1,2,1,33.3,16.7,33.3,16.7,0,4,2,1,.0,50.0,33.3,16.7,4,0,1,2,50.0,.0,16.7,33.3
120113,Junin,Huancayo,Cullhuas,100.0,100.0,11,8,1,0,55.0,40.0,5.0,.0,13,5,2,0,65.0,25.0,10.0,.0,6,11,3,0,30.0,55.0,15.0,.0
120114,Junin,Huancayo,El Tambo,100.0,97.0,238,1048,1231,767,7.2,31.9,37.5,23.4,425,1193,802,863,13.0,36.3,24.4,26.3,350,686,1397,851,10.7,20.9,42.5,25.9
120116,Junin,Huancayo,Huacrapuquio,100.0,85.7,4,9,0,1,25.0,66.7,.0,8.3,9,5,0,0,66.7,33.3,.0,.0,6,5,4,0,41.7,33.3,25.0,.0
120117,Junin,Huancayo,Hualhuas,100.0,100.0,5,26,23,13,7.5,38.8,34.3,19.4,9,27,17,14,13.4,40.3,25.4,20.9,6,8,33,20,9.0,11.9,49.3,29.9
120119,Junin,Huancayo,Huancan,100.0,99.2,39,115,64,23,16.0,47.9,26.5,9.7,71,100,42,28,29.4,41.6,17.2,11.7,43,80,87,31,17.7,33.2,36.1,13.0
120120,Junin,Huancayo,Huasicancha,100.0,100.0,2,8,2,0,18.2,63.6,18.2,.0,5,7,0,0,45.5,54.5,.0,.0,3,4,4,0,27.3,36.4,36.4,.0
120121,Junin,Huancayo,Huayucachi,100.0,99.0,42,103,57,8,19.8,49.2,27.0,3.9,60,98,32,19,28.6,46.8,15.5,9.1,55,88,55,11,26.3,42.1,26.3,5.4
120122,Junin,Huancayo,Ingenio,100.0,82.8,9,18,1,1,32.5,60.6,3.4,3.4,16,11,2,0,54.7,38.4,6.9,.0,7,9,11,1,25.6,31.5,39.4,3.4
120124,Junin,Huancayo,Pariahuanca,100.0,87.4,52,50,16,1,43.7,42.0,13.4,.8,67,37,12,3,56.3,31.1,10.1,2.5,44,44,20,10,37.1,37.3,17.1,8.5
120125,Junin,Huancayo,Pilcomayo,100.0,89.4,29,69,59,22,15.9,38.7,33.1,12.2,31,84,32,31,17.2,47.1,18.1,17.6,17,58,73,30,9.6,32.6,41.0,16.8
120126,Junin,Huancayo,Pucara,100.0,97.9,15,26,6,1,31.9,53.2,12.8,2.1,21,23,2,1,44.7,48.9,4.3,2.1,16,17,12,2,34.0,36.2,25.5,4.3
120128,Junin,Huancayo,Quilcas,100.0,100.0,4,26,14,4,8.5,53.2,29.8,8.5,1,14,16,16,2.1,29.8,34.0,34.0,2,9,20,16,4.3,19.1,42.6,34.0
120129,Junin,Huancayo,San Agustin,100.0,97.0,42,120,59,9,18.1,52.1,25.9,3.9,65,115,34,16,28.2,50.1,14.9,6.8,48,79,84,18,21.0,34.5,36.5,8.0
120130,Junin,Huancayo,San Jeronimo de Tunan,100.0,98.2,53,155,83,41,15.8,46.6,25.1,12.5,75,143,77,37,22.7,43.0,23.3,11.0,53,87,130,61,15.9,26.4,39.2,18.5
120132,Junin,Huancayo,Saño,100.0,100.0,4,31,25,9,5.8,44.9,36.2,13.0,14,33,18,4,20.3,47.8,26.1,5.8,13,17,33,6,18.8,24.6,47.8,8.7
120133,Junin,Huancayo,Sapallanga,100.0,98.8,47,74,34,5,29.3,46.4,21.0,3.3,62,66,19,13,39.0,41.1,11.6,8.3,44,54,51,11,27.5,33.7,32.2,6.6
120134,Junin,Huancayo,Sicaya,100.0,98.9,24,85,53,18,13.5,47.2,29.3,10.0,41,78,41,21,22.6,43.1,22.9,11.4,29,47,74,30,15.9,26.2,41.0,16.9
120135,Junin,Huancayo,Santo Domingo de Acobamba,100.0,98.6,72,60,14,0,49.4,40.9,9.7,.0,91,47,7,0,62.7,32.5,4.8,.0,47,67,30,3,31.9,45.7,20.3,2.1
120136,Junin,Huancayo,Viques,100.0,96.9,10,31,20,3,16.1,48.4,30.6,4.8,22,26,10,6,33.9,40.3,16.1,9.7,13,17,28,7,19.4,25.8,43.5,11.3
120201,Junin,Concepcion,Concepcion,100.0,98.3,45,175,162,79,9.8,37.9,35.1,17.1,46,181,143,91,10.0,39.2,31.0,19.8,49,124,197,91,10.6,27.0,42.7,19.7
120202,Junin,Concepcion,Aco,100.0,97.7,18,12,11,2,41.8,27.9,25.6,4.7,27,9,6,2,60.3,21.0,14.0,4.7,12,18,8,5,27.9,41.8,18.6,11.7
120203,Junin,Concepcion,Andamarca,100.0,91.7,68,41,10,2,56.0,34.0,8.2,1.7,76,35,6,3,62.8,29.1,5.3,2.8,55,42,21,3,45.4,34.5,17.4,2.7
120204,Junin,Concepcion,Chambara,100.0,98.4,19,27,11,3,31.4,45.0,18.5,5.1,23,26,5,6,38.2,43.4,8.4,10.1,19,22,15,4,31.4,36.6,25.2,6.8
120205,Junin,Concepcion,Cochas,100.0,92.5,22,16,3,0,54.4,39.4,6.3,.0,32,9,0,0,78.8,21.2,.0,.0,19,16,4,1,46.9,40.6,10.0,2.5
120206,Junin,Concepcion,Comas,100.0,92.9,59,60,7,0,46.6,47.7,5.7,.0,63,49,12,1,50.3,38.8,9.8,1.1,40,54,32,0,32.1,42.6,25.3,.0
120207,Junin,Concepcion,Heroinas Toledo,100.0,100.0,3,6,2,0,27.3,54.5,18.2,.0,5,3,3,0,45.5,27.3,27.3,.0,5,1,4,1,45.5,9.1,36.4,9.1
120208,Junin,Concepcion,Manzanares,100.0,100.0,7,11,5,0,30.4,47.8,21.7,.0,9,13,1,0,39.1,56.5,4.3,.0,4,12,7,0,17.4,52.2,30.4,.0
120209,Junin,Concepcion,Mariscal Castilla,100.0,97.1,22,8,5,0,61.5,23.6,14.9,.0,22,11,2,0,61.7,32.3,6.0,.0,14,12,6,2,41.2,35.2,17.7,5.9
120210,Junin,Concepcion,Matahuasi,100.0,95.7,1,13,7,2,4.6,55.2,31.0,9.2,3,11,9,0,13.9,45.7,40.5,.0,1,9,11,2,4.6,40.8,45.7,9.0
120211,Junin,Concepcion,Mito,100.0,87.5,3,1,1,2,42.9,14.3,14.3,28.6,2,3,0,2,28.6,42.9,.0,28.6,2,2,2,1,28.6,28.6,28.6,14.3
120213,Junin,Concepcion,Orcotuna,100.0,100.0,10,9,6,2,37.0,33.3,22.2,7.4,10,13,3,1,37.0,48.1,11.1,3.7,7,10,9,1,25.9,37.0,33.3,3.7
120214,Junin,Concepcion,San Jose de Quero,100.0,98.9,41,39,11,0,45.0,42.9,12.1,.0,56,29,4,3,60.5,31.9,4.3,3.3,35,33,24,0,38.0,36.2,25.9,.0
120215,Junin,Concepcion,Santa Rosa de Ocopa,100.0,97.7,9,16,13,7,19.3,35.8,29.0,15.9,15,11,8,10,33.0,25.0,18.7,23.4,8,15,14,7,18.7,33.6,31.3,16.4
120301,Junin,Chanchamayo,Chanchamayo,100.0,97.3,52,198,158,80,10.7,40.5,32.4,16.5,92,199,120,77,18.9,40.7,24.6,15.8,77,138,187,88,15.7,28.2,38.2,17.9
120302,Junin,Chanchamayo,Perene,100.0,96.4,221,518,224,48,21.9,51.2,22.2,4.8,344,464,138,65,34.0,45.9,13.6,6.5,231,360,350,72,22.8,35.5,34.5,7.1
120303,Junin,Chanchamayo,Pichanaqui,100.0,90.7,142,453,252,110,14.9,47.3,26.3,11.5,266,408,156,128,27.8,42.6,16.3,13.4,189,283,366,120,19.7,29.5,38.2,12.6
120304,Junin,Chanchamayo,San Luis de Shuaro,100.0,88.0,18,34,21,9,22.3,40.9,25.8,11.0,30,31,18,5,35.8,36.8,22.0,5.5,17,25,30,11,21.0,30.1,35.9,13.0
120305,Junin,Chanchamayo,San Ramon,100.0,98.3,52,184,153,77,11.2,39.5,32.8,16.5,107,182,96,80,23.0,39.2,20.6,17.2,86,114,186,78,18.5,24.6,40.1,16.8
120306,Junin,Chanchamayo,Vitoc,100.0,93.3,0,9,3,3,.0,57.1,21.4,21.4,2,6,4,2,14.3,42.9,28.6,14.3,1,4,4,5,7.1,28.6,28.6,35.7
120401,Junin,Jauja,Jauja,100.0,98.8,86,295,253,139,11.1,38.2,32.7,17.9,151,314,163,143,19.6,40.7,21.2,18.5,102,213,315,142,13.2,27.6,40.8,18.4
120402,Junin,Jauja,Acolla,100.0,95.8,38,38,16,3,39.7,39.7,17.4,3.3,44,35,9,6,46.8,37.0,9.7,6.5,30,37,22,6,31.5,39.1,22.8,6.5
120403,Junin,Jauja,Apata,100.0,96.6,27,48,7,4,31.6,55.4,8.2,4.8,38,40,6,2,44.2,46.3,7.1,2.5,19,34,28,6,21.8,39.2,31.9,7.1
120405,Junin,Jauja,Canchayllo,100.0,100.0,4,5,4,5,22.2,27.8,22.2,27.8,7,5,3,3,38.9,27.8,16.7,16.7,3,3,8,4,16.7,16.7,44.4,22.2
120406,Junin,Jauja,Curicaca,100.0,95.5,2,14,5,1,9.5,61.9,23.8,4.8,7,13,2,0,33.3,57.1,9.5,.0,5,6,5,5,23.8,28.6,23.8,23.8
120407,Junin,Jauja,El Mantaro,100.0,100.0,7,16,9,4,19.4,44.4,25.0,11.1,12,17,6,1,33.3,47.2,16.7,2.8,10,13,10,4,26.5,35.3,26.5,11.8
120408,Junin,Jauja,Huamali,100.0,100.0,5,10,9,2,19.2,38.5,34.6,7.7,4,11,7,4,15.4,42.3,26.9,15.4,5,9,10,2,19.2,34.6,38.5,7.7
120411,Junin,Jauja,Janjaillo,100.0,100.0,2,2,2,2,25.0,25.0,25.0,25.0,1,4,1,2,12.5,50.0,12.5,25.0,1,3,2,2,12.5,37.5,25.0,25.0
120412,Junin,Jauja,Julcan,100.0,100.0,0,8,7,3,.0,44.4,38.9,16.7,0,7,5,6,.0,38.9,27.8,33.3,0,5,9,4,.0,27.8,50.0,22.2
120413,Junin,Jauja,Leonor Ordoñez,100.0,100.0,3,2,0,0,60.0,40.0,.0,.0,4,1,0,0,80.0,20.0,.0,.0,4,1,0,0,80.0,20.0,.0,.0
120414,Junin,Jauja,Llocllapampa,100.0,100.0,2,7,3,0,16.7,58.3,25.0,.0,5,6,0,1,41.7,50.0,.0,8.3,0,6,5,1,.0,50.0,41.7,8.3
120415,Junin,Jauja,Marco,100.0,92.3,2,10,1,0,16.5,74.7,8.8,.0,4,6,2,0,33.0,49.5,17.6,.0,4,5,3,0,34.1,39.6,26.4,.0
120416,Junin,Jauja,Masma,100.0,100.0,9,8,7,1,36.0,32.0,28.0,4.0,8,9,6,2,32.0,36.0,24.0,8.0,8,3,10,4,32.0,12.0,40.0,16.0
120417,Junin,Jauja,Masma Chicche,100.0,100.0,4,6,1,0,36.4,54.5,9.1,.0,7,1,3,0,63.6,9.1,27.3,.0,2,3,4,1,20.0,30.0,40.0,10.0
120418,Junin,Jauja,Molinos,100.0,100.0,15,15,3,2,42.9,42.9,8.6,5.7,19,12,1,3,53.6,35.0,2.9,8.6,9,16,9,1,26.6,44.4,26.2,2.9
120419,Junin,Jauja,Monobamba,100.0,100.0,8,7,7,1,34.8,30.4,30.4,4.3,8,9,4,2,34.8,39.1,17.4,8.7,3,9,8,3,13.0,39.1,34.8,13.0
120421,Junin,Jauja,Muquiyauyo,100.0,100.0,11,22,5,1,28.2,56.4,12.8,2.6,19,12,6,2,48.7,30.8,15.4,5.1,11,10,16,2,28.2,25.6,41.0,5.1
120422,Junin,Jauja,Paca,100.0,100.0,3,1,1,0,60.0,20.0,20.0,.0,4,0,1,0,80.0,.0,20.0,.0,1,3,0,1,20.0,60.0,.0,20.0
120423,Junin,Jauja,Paccha,100.0,95.2,11,8,1,1,51.2,38.1,4.8,6.0,11,6,0,4,50.0,29.8,.0,20.2,7,8,4,2,34.9,38.1,19.0,7.9
120424,Junin,Jauja,Pancan,100.0,100.0,2,8,14,4,7.1,28.6,50.0,14.3,6,7,10,5,21.4,25.0,35.7,17.9,1,9,16,2,3.6,32.1,57.1,7.1
120425,Junin,Jauja,Parco,100.0,100.0,6,5,7,0,33.3,27.8,38.9,.0,6,8,3,1,33.3,44.4,16.7,5.6,3,4,6,5,16.7,22.2,33.3,27.8
120426,Junin,Jauja,Pomacancha,100.0,100.0,8,17,6,0,25.8,54.8,19.4,.0,6,20,3,2,19.4,64.5,9.7,6.5,10,11,10,0,32.3,35.5,32.3,.0
120427,Junin,Jauja,Ricran,100.0,100.0,15,3,2,0,73.7,15.8,10.5,.0,18,1,1,0,89.5,5.3,5.3,.0,11,6,3,0,52.6,31.6,15.8,.0
120428,Junin,Jauja,San Lorenzo,100.0,98.0,6,27,14,4,12.0,52.0,28.0,8.0,14,23,10,3,28.0,46.0,20.0,6.0,10,15,24,2,18.8,29.2,47.9,4.2
120429,Junin,Jauja,San Pedro de Chunan,100.0,85.7,0,4,4,0,.0,50.0,50.0,.0,2,4,1,0,33.3,50.0,16.7,.0,1,2,4,0,16.7,33.3,50.0,.0
120430,Junin,Jauja,Sausa,100.0,100.0,4,9,5,1,21.1,47.4,26.3,5.3,7,11,1,0,36.8,57.9,5.3,.0,4,9,4,2,21.1,47.4,21.1,10.5
120431,Junin,Jauja,Sincos,100.0,98.1,21,27,6,0,38.7,49.7,11.6,.0,30,22,2,0,56.2,40.0,3.8,.0,13,30,10,1,23.2,55.7,19.2,1.9
120432,Junin,Jauja,Tunan Marca,100.0,100.0,2,3,3,4,16.7,25.0,25.0,33.3,3,5,1,3,25.0,41.7,8.3,25.0,2,2,4,4,16.7,16.7,33.3,33.3
120433,Junin,Jauja,Yauli,100.0,100.0,4,5,3,0,33.3,41.7,25.0,.0,5,3,4,0,41.7,25.0,33.3,.0,7,1,4,0,58.3,8.3,33.3,.0
120434,Junin,Jauja,Yauyos,100.0,97.5,18,18,4,0,44.7,44.7,10.5,.0,22,17,1,0,55.3,42.1,2.6,.0,19,16,5,0,47.4,39.5,13.2,.0
120501,Junin,Junin,Junin,100.0,95.0,16,69,77,57,7.4,31.3,35.3,25.9,28,74,54,63,12.8,33.8,24.8,28.6,21,51,87,59,9.8,23.4,39.9,26.9
120502,Junin,Junin,Carhuamayo,100.0,99.4,38,69,35,20,23.5,42.8,21.7,12.1,52,49,25,36,32.4,30.0,15.3,22.3,48,39,53,22,29.9,24.2,32.5,13.4
120503,Junin,Junin,Ondores,100.0,90.9,1,3,6,1,10.0,30.0,50.0,10.0,2,7,1,1,20.0,60.0,10.0,10.0,1,2,6,2,10.0,20.0,50.0,20.0
120504,Junin,Junin,Ulcumayo,100.0,100.0,25,27,9,3,39.1,42.2,14.1,4.7,29,23,8,4,45.3,35.9,12.5,6.3,29,17,16,2,45.3,26.6,25.0,3.1
120601,Junin,Satipo,Satipo,100.0,98.2,156,379,237,96,18.0,43.7,27.3,11.0,229,336,189,114,26.4,38.7,21.7,13.2,158,270,317,123,18.3,31.1,36.5,14.1
120602,Junin,Satipo,Coviriali,100.0,100.0,6,20,12,4,14.3,47.6,28.6,9.5,8,18,12,4,19.0,42.9,28.6,9.5,7,9,18,7,17.1,22.3,43.7,16.9
120603,Junin,Satipo,Llaylla,100.0,98.8,18,37,21,3,22.9,46.8,26.5,3.8,18,38,19,5,22.7,47.0,24.1,6.3,10,31,35,4,12.5,38.1,44.3,5.1
120604,Junin,Satipo,Mazamari,100.0,94.8,164,193,84,22,35.4,41.7,18.2,4.8,214,156,51,43,46.1,33.7,11.0,9.2,153,156,114,41,32.9,33.6,24.6,8.9
120605,Junin,Satipo,Pampa Hermosa,100.0,96.6,14,31,11,1,24.8,53.7,19.7,1.8,9,37,8,3,15.8,64.4,14.3,5.4,12,20,22,4,19.9,34.0,38.8,7.3
120606,Junin,Satipo,Pangoa,100.0,93.2,449,429,192,55,39.9,38.1,17.0,4.9,535,369,127,93,47.6,32.8,11.3,8.3,440,333,298,54,39.1,29.6,26.5,4.8
120607,Junin,Satipo,Rio Negro,100.0,91.2,112,148,52,16,34.2,45.0,15.9,5.0,149,113,45,22,45.3,34.4,13.7,6.6,88,119,85,37,26.7,36.2,25.8,11.3
120608,Junin,Satipo,Rio Tambo,100.0,87.0,369,149,32,4,66.5,26.9,5.8,.8,409,111,29,6,73.6,20.0,5.2,1.2,317,145,83,10,57.1,26.1,15.0,1.8
120701,Junin,Tarma,Tarma,100.0,96.3,116,380,332,182,11.5,37.6,32.8,18.0,174,428,220,189,17.2,42.3,21.8,18.7,160,245,407,200,15.8,24.2,40.2,19.7
120702,Junin,Tarma,Acobamba,100.0,96.5,17,37,22,10,19.9,43.2,25.1,11.8,23,43,9,11,27.0,49.9,10.1,13.1,12,32,26,15,14.4,37.4,30.4,17.8
120703,Junin,Tarma,Huaricolca,100.0,100.0,3,22,8,1,8.8,64.7,23.5,2.9,9,15,9,1,26.5,44.1,26.5,2.9,6,14,10,3,18.5,42.1,30.6,8.8
120704,Junin,Tarma,Huasahuasi,100.0,93.4,44,68,29,9,29.5,44.8,19.5,6.3,61,58,19,13,40.3,38.5,12.8,8.5,45,50,41,15,29.5,33.4,27.3,9.8
120705,Junin,Tarma,La Union,100.0,87.5,5,11,5,3,20.5,44.2,22.8,12.5,3,17,3,1,14.4,68.9,12.5,4.2,4,11,6,3,15.4,45.2,26.9,12.5
120706,Junin,Tarma,Palca,100.0,94.7,18,36,17,3,24.6,48.3,23.0,4.1,18,35,13,9,24.5,46.2,17.0,12.2,19,26,26,4,24.8,35.3,34.4,5.5
120707,Junin,Tarma,Palcamayo,100.0,100.0,11,21,9,4,24.4,46.7,20.0,8.9,11,23,5,6,24.4,51.1,11.1,13.3,8,20,14,3,17.8,44.4,31.1,6.7
120708,Junin,Tarma,San Pedro de Cajas,100.0,100.0,4,11,18,9,9.5,26.2,42.9,21.4,5,5,10,22,11.9,11.9,23.8,52.4,5,10,18,9,11.9,23.8,42.9,21.4
120709,Junin,Tarma,Tapo,100.0,97.4,37,27,12,0,48.4,35.2,16.4,.0,40,31,4,1,52.7,40.5,5.5,1.3,32,22,22,0,42.3,28.8,28.9,.0
120801,Junin,Yauli,La Oroya,100.0,98.2,31,88,100,53,11.3,32.5,36.8,19.4,46,113,56,57,16.9,41.7,20.6,20.9,45,46,114,66,16.5,17.1,42.1,24.3
120803,Junin,Yauli,Huay-huay,100.0,96.3,1,18,6,2,3.7,65.1,23.8,7.4,6,11,6,3,23.8,40.2,23.8,12.2,4,11,10,2,15.3,41.3,36.0,7.4
120804,Junin,Yauli,Marcapomacocha,100.0,93.3,4,8,2,0,29.5,56.2,14.3,.0,4,10,1,0,28.6,64.8,6.7,.0,5,3,6,0,36.2,21.0,42.9,.0
120805,Junin,Yauli,Morococha,100.0,96.5,18,39,24,4,20.9,46.4,27.9,4.8,43,31,9,2,50.3,36.5,10.9,2.4,20,33,23,10,23.3,38.5,27.0,11.2
120806,Junin,Yauli,Paccha,100.0,100.0,3,2,2,0,42.9,28.6,28.6,.0,1,5,1,0,14.3,71.4,14.3,.0,1,5,1,0,14.3,71.4,14.3,.0
120807,Junin,Yauli,Santa Barbara de Carhuacayan,100.0,100.0,5,8,2,0,33.3,53.3,13.3,.0,5,8,1,1,33.3,53.3,6.7,6.7,4,8,2,1,26.7,53.3,13.3,6.7
120808,Junin,Yauli,Santa Rosa de Sacco,100.0,100.0,9,61,92,65,4.0,26.8,40.6,28.6,23,73,65,66,10.2,32.2,28.5,29.0,18,46,94,69,8.0,20.5,41.3,30.2
120809,Junin,Yauli,Suitucancha,100.0,100.0,9,6,3,1,47.4,31.6,15.8,5.3,6,7,5,1,31.6,36.8,26.3,5.3,6,8,3,2,31.6,42.1,15.8,10.5
120810,Junin,Yauli,Yauli,100.0,100.0,2,12,14,2,6.7,40.0,46.7,6.7,6,10,7,7,20.0,33.3,23.3,23.3,4,12,11,3,13.3,40.0,36.7,10.0
120901,Junin,Chupaca,Chupaca,100.0,97.8,69,227,165,44,13.6,45.0,32.7,8.7,104,243,105,53,20.5,48.2,20.8,10.5,84,162,207,53,16.6,32.0,40.9,10.4
120902,Junin,Chupaca,Ahuac,100.0,98.9,24,51,14,6,25.5,53.2,14.9,6.4,43,36,10,5,45.7,38.3,10.7,5.3,30,32,29,4,31.3,33.3,31.0,4.3
120903,Junin,Chupaca,Chongos Bajo,100.0,98.6,9,30,23,8,12.9,42.9,32.9,11.4,22,20,17,11,31.4,28.6,24.3,15.7,15,19,29,7,21.4,27.1,41.4,10.0
120904,Junin,Chupaca,Huachac,100.0,97.8,8,24,7,7,17.8,51.1,15.6,15.6,19,15,6,5,42.2,33.3,13.3,11.1,12,9,15,9,26.7,20.0,33.3,20.0
120905,Junin,Chupaca,Huamancaca Chico,100.0,100.0,6,23,20,10,10.2,39.0,33.9,16.9,14,25,13,7,23.7,42.4,22.0,11.9,9,17,26,7,15.3,28.8,44.1,11.9
120906,Junin,Chupaca,San Juan de Yscos,100.0,96.0,7,10,5,2,29.2,41.7,20.8,8.3,14,7,4,0,54.2,29.2,16.7,.0,5,10,6,3,20.8,41.7,25.0,12.5
120907,Junin,Chupaca,San Juan de Jarpa,100.0,98.4,14,30,16,0,23.3,50.0,26.7,.0,12,28,17,3,20.1,46.6,28.3,4.9,13,24,17,6,21.6,40.1,28.3,10.0
120908,Junin,Chupaca,Tres de Diciembre,100.0,100.0,5,20,8,2,14.3,57.1,22.9,5.7,9,16,7,3,25.7,45.7,20.0,8.6,2,12,19,2,5.7,34.3,54.3,5.7
120909,Junin,Chupaca,Yanacancha,100.0,96.4,29,39,14,2,34.6,46.5,16.2,2.7,46,23,12,2,54.9,27.6,14.9,2.6,26,38,18,2,30.5,45.4,21.5,2.6
130101,La Libertad,Trujillo,Trujillo,100.0,97.2,479,2188,3011,2137,6.1,28.0,38.5,27.3,1303,3148,1929,1434,16.7,40.3,24.7,18.4,773,1613,3348,2073,9.9,20.7,42.9,26.6
130102,La Libertad,Trujillo,El Porvenir,100.0,95.8,187,687,582,260,10.9,40.1,33.9,15.1,356,806,365,190,20.7,47.0,21.3,11.1,277,492,698,250,16.1,28.7,40.6,14.6
